"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2001-02,21,SEA,NBA,PF,5.0,2.0,113.0,0.0,0.0,0.0,86.0,14.0,-11.0,1.3,2.0,2.0,5.0,0.0,1.0,,12.0,1.0,4.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2004-05,24,SEA,NBA,PF,6.0,0.0,122.0,0.0,0.0,32.0,65.0,3.0,-2.8,-2.2,5.0,0.0,4.0,1.0,0.0,,6.0,0.0,0.0,
2005-06,25,LAC,NBA,PF,12.0,2.0,246.0,0.0,0.0,12.0,86.0,2.0,7.9,7.2,4.0,1.0,18.0,2.0,8.0,1.0,28.0,2.0,4.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2007-08,27,LAL,NBA,SF,21.0,21.0,481.0,0.0,0.0,83.0,17.0,0.0,7.5,9.8,12.0,3.0,24.0,1.0,3.0,3.0,67.0,0.0,8.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2011-12,31,ATL,NBA,SF,2.0,0.0,15.0,0.0,0.0,42.0,36.0,22.0,16.5,22.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,
2012-13,32,CHI,NBA,PF,1.0,0.0,10.0,0.0,0.0,0.0,100.0,0.0,22.2,29.9,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,47.0,25.0,987.0,0.0,0.0,48.0,49.0,3.0,4.5,7.1,24.0,6.0,52.0,4.0,12.0,4.0,117.0,3.0,17.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,44.0,1722.0,0.0,0.0,48.0,49.0,3.0,4.5,7.1,42.0,10.0,91.0,7.0,21.0,,204.0,5.0,30.0,
,,,,,,,,,,,,,,,,,,,,,,,,
SEA (2 Yrs),SEA (2 Yrs),SEA (2 Yrs),SEA (2 Yrs),,11.0,2.0,235.0,0.0,0.0,17.0,75.0,8.0,-6.7,-0.5,7.0,2.0,9.0,1.0,1.0,,18.0,1.0,4.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,21.0,21.0,481.0,0.0,0.0,83.0,17.0,0.0,7.5,9.8,12.0,3.0,24.0,1.0,3.0,3.0,67.0,0.0,8.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,12.0,2.0,246.0,0.0,0.0,12.0,86.0,2.0,7.9,7.2,4.0,1.0,18.0,2.0,8.0,1.0,28.0,2.0,4.0,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,2.0,0.0,15.0,0.0,0.0,42.0,36.0,22.0,16.5,22.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,1.0,0.0,10.0,0.0,0.0,0.0,100.0,0.0,22.2,29.9,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,
