Season,Team,Lg,Salary
2012-13,Golden State Warriors,NBA,"$850,000"
2013-14,Golden State Warriors,NBA,"$875,500"
2014-15,Golden State Warriors,NBA,"$915,243"
2015-16,Golden State Warriors,NBA,"$14,300,000"
2016-17,Golden State Warriors,NBA,"$15,330,435"
2017-18,Golden State Warriors,NBA,"$16,400,000"
2018-19,Golden State Warriors,NBA,"$17,469,565"
2019-20,Golden State Warriors,NBA,"$18,539,130"
2020-21,Golden State Warriors,NBA,"$22,246,956"
2021-22,Golden State Warriors,NBA,"$24,026,712"
2022-23,Golden State Warriors,NBA,"$25,806,468"
2023-24,Golden State Warriors,NBA,"$22,321,429"
2024-25,Golden State Warriors,NBA,"$24,107,143"
Career,(may be incomplete),,"$203,188,581"
