Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2002-03,23,ORL,NBA,SG,6,0,25,4.4,15.3,0.286,2.2,8.7,0.25,2.2,6.5,0.333,0.357,0.0,0.0,2.2,8.7,10.9,2.2,2.2,2.2,2.2,2.2,10.9,77,103,
1 Yr,1 Yr,1 Yr,1 Yr,,6,0,25,4.4,15.3,0.286,2.2,8.7,0.25,2.2,6.5,0.333,0.357,0.0,0.0,2.2,8.7,10.9,2.2,2.2,2.2,2.2,2.2,10.9,77,103,
