Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2023-24,19,BRK,NBA,SF,2,0,24,1,5,0.2,0,3,0.0,1,2,0.5,0.2,1,2,0.5,0,4,4,3,0,1,0,0,3,0,
2024-25,20,BRK,NBA,SF,20,0,246,39,96,0.406,33,74,0.446,6,22,0.273,0.578,3,5,0.6,4,25,29,12,6,1,15,22,114,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,22,0,270,40,101,0.396,33,77,0.429,7,24,0.292,0.559,4,7,0.571,4,29,33,15,6,2,15,22,117,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,1006,149,376,0.396,123,287,0.429,26,89,0.292,0.559,15,26,0.571,15,108,123,56,22,7,56,82,436,0,
