Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2023-24,21,OKC,NBA,C,10,0,127,16,33,0.485,9,22,0.409,7,11,0.636,0.621,3,4,0.75,4,28,32,15,4,3,3,11,44,0,
2024-25,22,OKC,NBA,PF,17,0,141,15,35,0.429,9,25,0.36,6,10,0.6,0.557,6,11,0.545,4,28,32,17,8,2,12,31,45,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,27,0,268,31,68,0.456,18,47,0.383,13,21,0.619,0.588,9,15,0.6,8,56,64,32,12,5,15,42,89,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,814,94,207,0.456,55,143,0.383,39,64,0.619,0.588,27,46,0.6,24,170,194,97,36,15,46,128,270,0,
