Season,Team,Lg,Salary
2005-06,Golden State Warriors,NBA,"$448,762"
2006-07,Golden State Warriors,NBA,"$664,209"
2007-08,Golden State Warriors,NBA,"$770,610"
2008-09,Golden State Warriors,NBA,"$11,000,000"
2009-10,Golden State Warriors,NBA,"$11,000,000"
2010-11,Golden State Warriors,NBA,"$11,000,000"
2011-12,Golden State Warriors,NBA,"$11,000,000"
2012-13,Milwaukee Bucks,NBA,"$11,000,000"
2013-14,Dallas Mavericks,NBA,"$8,000,000"
2014-15,Dallas Mavericks,NBA,"$8,360,000"
2015-16,Indiana Pacers,NBA,"$10,300,000"
2016-17,Indiana Pacers,NBA,"$10,770,000"
2017-18,Indiana Pacers,NBA,"$2,245,400"
2018-19,Indiana Pacers,NBA,"$2,245,400"
2019-20,Indiana Pacers,NBA,"$2,245,400"
2020-21,Indiana Pacers,NBA,"$2,245,400"
2021-22,Indiana Pacers,NBA,"$2,245,400"
Career,(may be incomplete),,"$105,540,581"
