"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2007-08,21,NJN,NBA,C,73,29,1278,.538,4.0,1.000,.590,.233,.134,.043,.000,.538,.611,.408,.488,.385,,.811,.246,61,,0,0,
2008-09,22,NJN,NBA,PF,33,0,366,.417,5.4,1.000,.514,.208,.194,.083,.000,.417,.622,.267,.143,.167,,.467,.181,11,,0,0,
2009-10,23,NJN,NBA,PF,20,0,227,.429,6.6,.980,.449,.224,.204,.102,.020,.438,.636,.364,.200,.200,.000,.571,.143,7,.000,0,0,
2010-11,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2011-12,25,2TM,NBA,C,11,0,107,.636,5.9,1.000,.636,.182,.091,.091,.000,.636,.786,.750,.000,.000,,.857,.273,6,,0,0,
2011-12,25,DAL,NBA,C,8,0,65,.750,3.2,1.000,.688,.250,.063,.000,.000,.750,.818,.750,.000,,,.917,.313,5,,0,0,
2011-12,25,BOS,NBA,C,3,0,42,.333,8.5,1.000,.500,.000,.167,.333,.000,.333,.667,,.000,.000,,.500,.167,1,,0,0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,137,29,1978,.511,5.5,.998,.565,.225,.150,.058,.002,.512,.625,.396,.358,.269,.000,.747,.225,85,.000,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,17,1184,.511,5.5,.998,.565,.225,.150,.058,.002,.512,.625,.396,.358,.269,.000,.747,.225,51,.000,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJN (3 Yrs),NJN (3 Yrs),NJN (3 Yrs),NJN (3 Yrs),,126,29,1871,.505,5.3,.998,.561,.228,.153,.056,.002,.506,.615,.381,.369,.292,.000,.740,.223,79,.000,0,0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,8,0,65,.750,3.2,1.000,.688,.250,.063,.000,.000,.750,.818,.750,.000,,,.917,.313,5,,0,0,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,3,0,42,.333,8.5,1.000,.500,.000,.167,.333,.000,.333,.667,,.000,.000,,.500,.167,1,,0,0,
