"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2002-03,22.0,BYU,32,802,155,278,3,11,70,109,91,286,38,45,15,95,118,383,0.558,0.273,0.642,25.1,12.0,8.9,1.2
2003-04,23.0,BYU,30,895,211,368,8,30,122,169,87,303,37,43,25,87,94,552,0.573,0.267,0.722,29.8,18.4,10.1,1.2
Career,,,62,1697,366,646,11,41,192,278,178,589,75,88,40,182,212,935,0.567,0.268,0.691,27.4,15.1,9.5,1.2
