"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2017-18,21,PHI,NBA,PG,10.0,10.0,369.0,0.488,4.2,0.992,0.52,0.344,0.112,0.016,0.008,0.492,0.677,0.302,0.214,0.5,0.0,0.426,0.168,20.0,0.0,0.0,0.0,
2018-19,22,PHI,NBA,PG,12.0,12.0,421.0,0.621,2.9,1.0,0.698,0.25,0.052,0.0,0.0,0.621,0.667,0.483,0.667,,,0.556,0.138,15.0,,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-21,24,PHI,NBA,PG,12.0,12.0,402.0,0.621,2.6,0.989,0.716,0.263,0.011,0.0,0.011,0.628,0.706,0.4,1.0,,0.0,0.508,0.242,21.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,28,LAC,NBA,PG,5.0,0.0,42.0,0.333,5.3,1.0,0.5,0.333,0.167,0.0,0.0,0.333,0.667,0.0,0.0,,,0.5,0.333,1.0,,0.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,39.0,34.0,1234.0,0.567,3.8,0.994,0.635,0.289,0.064,0.006,0.006,0.571,0.682,0.374,0.364,0.5,0.0,0.5,0.181,57.0,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,71.0,2595.0,0.567,3.8,0.994,0.635,0.289,0.064,0.006,0.006,0.571,0.682,0.374,0.364,0.5,0.0,0.5,0.181,120.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHI (3 Yrs),PHI (3 Yrs),PHI (3 Yrs),PHI (3 Yrs),,34.0,34.0,1192.0,0.571,3.2,0.994,0.637,0.289,0.063,0.006,0.006,0.575,0.682,0.381,0.381,0.5,0.0,0.5,0.179,56.0,0.0,0.0,0.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,5.0,0.0,42.0,0.333,5.3,1.0,0.5,0.333,0.167,0.0,0.0,0.333,0.667,0.0,0.0,,,0.5,0.333,1.0,,0.0,0.0,
