"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2002-03,19,MIL,NBA,PF,5.0,0.0,8.0,0.0,4.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,
2003-04,20,LAL,NBA,C,10.0,2.0,130.0,0.478,6.1,1.0,0.522,0.13,0.261,0.087,0.0,0.478,0.417,0.667,0.5,0.5,,0.545,0.043,1.0,,0.0,0.0,
2004-05,21,CHA,NBA,PF,23.0,0.0,329.0,0.452,7.5,1.0,0.435,0.194,0.129,0.242,0.0,0.452,0.63,0.25,0.5,0.267,,0.571,0.113,5.0,,0.0,0.0,
2005-06,22,SAC,NBA,PF,12.0,0.0,39.0,0.714,4.6,1.0,0.429,0.571,0.0,0.0,0.0,0.714,1.0,0.5,,,,0.2,0.143,1.0,,0.0,0.0,
2006-07,23,DEN,NBA,C,22.0,3.0,125.0,0.643,5.8,0.929,0.857,0.071,0.0,0.0,0.071,0.692,0.75,0.0,,,0.0,0.778,0.643,8.0,0.0,1.0,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,72.0,5.0,631.0,0.491,5.7,0.991,0.5,0.204,0.13,0.157,0.009,0.495,0.63,0.318,0.5,0.294,0.0,0.566,0.167,15.0,0.0,1.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,6.0,719.0,0.491,5.7,0.991,0.5,0.204,0.13,0.157,0.009,0.495,0.63,0.318,0.5,0.294,0.0,0.566,0.167,17.0,0.0,1.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHA (1 Yr),CHA (1 Yr),CHA (1 Yr),CHA (1 Yr),,23.0,0.0,329.0,0.452,7.5,1.0,0.435,0.194,0.129,0.242,0.0,0.452,0.63,0.25,0.5,0.267,,0.571,0.113,5.0,,0.0,0.0,
DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),,22.0,3.0,125.0,0.643,5.8,0.929,0.857,0.071,0.0,0.0,0.071,0.692,0.75,0.0,,,0.0,0.778,0.643,8.0,0.0,1.0,0.0,
SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),,12.0,0.0,39.0,0.714,4.6,1.0,0.429,0.571,0.0,0.0,0.0,0.714,1.0,0.5,,,,0.2,0.143,1.0,,0.0,0.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,10.0,2.0,130.0,0.478,6.1,1.0,0.522,0.13,0.261,0.087,0.0,0.478,0.417,0.667,0.5,0.5,,0.545,0.043,1.0,,0.0,0.0,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,5.0,0.0,8.0,0.0,4.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,
