Season,Team,Lg,Salary
2002-03,Milwaukee Bucks,NBA,"$349,458"
2003-04,Los Angeles Lakers,NBA,"$563,679"
2004-05,Charlotte Bobcats,NBA,"$695,046"
2005-06,Sacramento Kings,NBA,"$719,373"
2006-07,Denver Nuggets,NBA,"$771,331"
Career,(may be incomplete),,"$3,098,887"
