Season,Team,Lg,Salary
2009-10,Detroit Pistons,NBA,"$457,588"
2010-11,Detroit Pistons,NBA,"$762,195"
2011-12,New Orleans Hornets,NBA,"$303,137"
Career,(may be incomplete),,"$1,522,920"
