Season,Team,Lg,Salary
2013-14,Minnesota Timberwolves,NBA,"$1,352,640"
2014-15,Minnesota Timberwolves,NBA,"$1,413,480"
2015-16,Minnesota Timberwolves,NBA,"$1,474,440"
2016-17,Minnesota Timberwolves,NBA,"$2,348,783"
2017-18,Minnesota Timberwolves,NBA,"$14,112,360"
2018-19,Minnesota Timberwolves,NBA,"$15,170,787"
2019-20,Memphis Grizzlies,NBA,"$16,229,213"
2020-21,Memphis Grizzlies,NBA,"$16,587,688"
2020-21,San Antonio Spurs,NBA,"$1,000,000"
2021-22,Atlanta Hawks,NBA,"$4,000,000"
2022-23,San Antonio Spurs,NBA,"$1,836,090"
2022-23,San Antonio Spurs,NBA,"$622,582"
2022-23,San Antonio Spurs,NBA,"$105,522"
2022-23,San Antonio Spurs,NBA,"$105,522"
Career,(may be incomplete),,"$76,359,107"
