Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2014-15,20,MIL,NBA,PG,1,0,16,4.5,20.3,0.222,2.3,11.3,0.2,2.3,9.0,0.25,0.278,0.0,0.0,6.8,2.3,9.0,6.8,0.0,0.0,0.0,2.3,11.3,
1 Yr,1 Yr,1 Yr,1 Yr,,1,0,16,4.5,20.3,0.222,2.3,11.3,0.2,2.3,9.0,0.25,0.278,0.0,0.0,6.8,2.3,9.0,6.8,0.0,0.0,0.0,2.3,11.3,
