Season,Team,Lg,Salary
2014-15,Milwaukee Bucks,NBA,"$1,590,720"
2015-16,Milwaukee Bucks,NBA,"$1,662,360"
2016-17,Los Angeles Lakers,NBA,"$1,733,880"
2017-18,Los Angeles Lakers,NBA,"$1,524,305"
Career,(may be incomplete),,"$6,511,265"
