Season,Team,Lg,Salary
2003-04,Sacramento Kings,NBA,"$366,931"
2004-05,Sacramento Kings,NBA,"$1,600,000"
2005-06,Chicago Bulls,NBA,"$2,200,000"
2006-07,Washington Wizards,NBA,"$3,650,000"
2007-08,Washington Wizards,NBA,"$3,942,000"
2008-09,Washington Wizards,NBA,"$4,235,000"
2009-10,New Orleans Hornets,NBA,"$4,526,000"
2010-11,Philadelphia 76ers,NBA,"$4,818,000"
Career,(may be incomplete),,"$25,337,931"
