Season,Age,Team,Lg,Pos,G,GS,MP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2017-18,22,OKC,NBA,C,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-3.0,-3.3,-6.3,0.0,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-3.0,-3.3,-6.3,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-3.0,-3.3,-6.3,-0.1,
