"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2013-14,22,IND,NBA,SF,1.0,0.0,1.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,24,IND,NBA,SF,7.0,0.0,198.0,0.452,0.25,0.579,0.629,0.938,0.71,0.516,0.613,100.0,51.0,164.0,125.0,124.0,131.0,187.0,215.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,26,NOP,NBA,SF,9.0,0.0,114.0,0.36,0.333,0.375,0.48,0.9,0.561,0.4,0.64,78.0,65.0,104.0,92.0,117.0,101.0,159.0,190.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2019-20,28,MIA,NBA,PF,7.0,0.0,42.0,0.556,1.0,0.333,0.667,,0.667,0.0,0.667,121.0,191.0,93.0,126.0,,118.0,0.0,174.0,
2020-21,29,ATL,NBA,PF,14.0,3.0,145.0,0.25,0.5,0.167,0.313,0.5,0.33,0.167,0.75,54.0,94.0,45.0,58.0,64.0,58.0,68.0,191.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,38.0,3.0,500.0,0.382,0.4,0.373,0.506,0.867,0.568,0.337,0.663,83.0,78.0,104.0,98.0,114.0,103.0,128.0,198.0,
,,,,,,,,,,,,,,,,,,,,,,,,
IND (2 Yrs),IND (2 Yrs),IND (2 Yrs),IND (2 Yrs),,8.0,0.0,199.0,0.452,0.25,0.579,0.629,0.938,0.71,0.516,0.613,100.0,51.0,164.0,125.0,124.0,131.0,187.0,215.0,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,14.0,3.0,145.0,0.25,0.5,0.167,0.313,0.5,0.33,0.167,0.75,54.0,94.0,45.0,58.0,64.0,58.0,68.0,191.0,
NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),,9.0,0.0,114.0,0.36,0.333,0.375,0.48,0.9,0.561,0.4,0.64,78.0,65.0,104.0,92.0,117.0,101.0,159.0,190.0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,7.0,0.0,42.0,0.556,1.0,0.333,0.667,,0.667,0.0,0.667,121.0,191.0,93.0,126.0,,118.0,0.0,174.0,
