"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2022-23,25,DEN,NBA,C,1.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,
2023-24,26,MIA,NBA,C,2.0,0.0,18.0,0.714,10.0,0.714,0.429,0.286,0.0,0.0,0.286,1.0,1.0,1.0,,0.0,0.4,,0.0,0.0,0.5,0.0,0.0,0.0,
2024-25,27,IND,NBA,C,20.0,0.0,167.0,0.485,15.7,0.455,0.273,0.061,0.121,0.0,0.545,0.467,0.667,0.0,0.25,0.5,0.857,1.0,0.212,5.0,0.611,0.636,0.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,23.0,0.0,185.0,0.525,12.8,0.5,0.3,0.1,0.1,0.0,0.5,0.6,0.75,0.5,0.25,0.45,0.667,1.0,0.175,5.0,0.6,0.583,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,660.0,0.525,,0.5,0.3,0.1,0.1,0.0,0.5,0.6,0.75,0.5,0.25,0.45,0.667,1.0,0.175,18.0,0.6,0.583,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND (1 Yr),IND (1 Yr),IND (1 Yr),IND (1 Yr),,20.0,0.0,167.0,0.485,15.7,0.455,0.273,0.061,0.121,0.0,0.545,0.467,0.667,0.0,0.25,0.5,0.857,1.0,0.212,5.0,0.611,0.636,0.0,0.0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,2.0,0.0,18.0,0.714,10.0,0.714,0.429,0.286,0.0,0.0,0.286,1.0,1.0,1.0,,0.0,0.4,,0.0,0.0,0.5,0.0,0.0,0.0,
DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),,1.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,
