Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2009-10,22,DEN,NBA,PG,6.0,0.0,118.0,12.8,0.542,0.286,0.543,4.1,4.3,4.2,20.8,2.5,0.0,15.6,19.3,0.1,0.0,0.1,0.059,-0.4,-1.0,-1.4,0.0,
2010-11,23,DEN,NBA,PG,5.0,5.0,167.0,20.1,0.628,0.212,0.442,4.7,6.7,5.7,21.7,1.5,0.5,8.8,18.6,0.6,0.0,0.6,0.179,4.5,1.0,5.4,0.3,
2011-12,24,DEN,NBA,PG,7.0,7.0,242.0,23.2,0.567,0.257,0.174,1.7,5.7,3.8,30.5,1.5,0.3,6.4,22.7,1.0,0.0,1.0,0.196,5.9,0.5,6.4,0.5,
2012-13,25,DEN,NBA,PG,6.0,6.0,236.0,20.4,0.518,0.193,0.303,2.3,8.3,5.0,35.6,2.1,0.0,9.5,24.7,0.6,0.0,0.6,0.127,3.5,0.0,3.5,0.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,28,IND,NBA,PG,7.0,0.0,74.0,5.0,0.388,0.167,0.333,1.7,8.7,5.4,22.3,2.2,0.0,22.5,17.3,-0.1,0.1,-0.1,-0.045,-6.5,-0.6,-7.0,-0.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,30,WAS,NBA,PG,5.0,0.0,96.0,12.1,0.506,0.308,0.231,2.5,13.6,8.1,21.3,1.5,0.0,9.5,14.5,0.1,0.0,0.2,0.076,-1.8,-1.5,-3.3,0.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,36.0,18.0,933.0,18.0,0.545,0.232,0.304,2.8,7.4,5.0,27.4,1.9,0.2,10.0,20.8,2.2,0.2,2.5,0.127,2.5,0.0,2.4,1.1,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,41.0,2125.0,18.0,0.545,0.232,0.304,2.8,7.4,5.0,27.4,1.9,0.2,10.0,20.8,5.1,0.5,5.6,0.127,2.5,0.0,2.4,2.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN (4 Yrs),DEN (4 Yrs),DEN (4 Yrs),DEN (4 Yrs),,24.0,18.0,763.0,20.0,0.557,0.23,0.308,2.9,6.5,4.6,28.7,1.9,0.2,9.2,21.9,2.3,0.1,2.4,0.15,3.9,0.2,4.1,1.2,
IND (1 Yr),IND (1 Yr),IND (1 Yr),IND (1 Yr),,7.0,0.0,74.0,5.0,0.388,0.167,0.333,1.7,8.7,5.4,22.3,2.2,0.0,22.5,17.3,-0.1,0.1,-0.1,-0.045,-6.5,-0.6,-7.0,-0.1,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,5.0,0.0,96.0,12.1,0.506,0.308,0.231,2.5,13.6,8.1,21.3,1.5,0.0,9.5,14.5,0.1,0.0,0.2,0.076,-1.8,-1.5,-3.3,0.0,
