"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2003-04,24,LAL,NBA,WC1,HOU,W (4-1),5,7.2,1.0,1.0,1.4,0.0,0.0,2,11,.182,1,3,.333,1,8,.125,.227,0,0,,1,4,5,7,0,0,4,4,5,
2003-04,24,LAL,NBA,WCS,SAS,W (4-2),4,3.5,1.3,0.5,0.3,0.3,0.0,1,3,.333,1,2,.500,0,1,.000,.500,2,4,.500,1,1,2,1,1,0,3,4,5,
2003-04,24,LAL,NBA,WCF,MIN,W (4-2),4,1.8,2.3,0.8,0.0,0.0,0.0,2,2,1.000,2,2,1.000,0,0,,1.500,3,4,.750,0,3,3,0,0,0,0,1,9,
2003-04,24,LAL,NBA,FIN,DET,L (1-4),4,19.8,3.3,3.0,4.5,1.5,0.5,5,13,.385,1,6,.167,4,7,.571,.423,2,2,1.000,3,9,12,18,6,2,7,15,13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06,26,LAL,NBA,WC1,PHO,L (3-4),7,33.6,12.1,6.4,1.7,1.0,0.1,38,83,.458,4,11,.364,34,72,.472,.482,5,5,1.000,10,35,45,12,7,1,11,16,85,
2006-07,27,LAL,NBA,WC1,PHO,L (1-4),5,25.6,7.2,4.2,2.6,1.4,0.2,14,36,.389,5,12,.417,9,24,.375,.458,3,4,.750,9,12,21,13,7,1,15,13,36,
2007-08,28,LAL,NBA,WC1,DEN,W (4-0),4,25.0,14.0,5.0,3.8,0.5,0.3,22,31,.710,4,5,.800,18,26,.692,.774,8,12,.667,5,15,20,15,2,1,6,12,56,
2007-08,28,LAL,NBA,WCS,UTA,W (4-2),6,17.5,5.0,2.0,1.7,0.8,0.3,9,26,.346,3,8,.375,6,18,.333,.404,9,11,.818,2,10,12,10,5,2,7,18,30,
2007-08,28,LAL,NBA,WCF,SAS,W (4-1),5,16.4,4.8,3.4,1.8,0.6,0.0,8,24,.333,2,7,.286,6,17,.353,.375,6,9,.667,4,13,17,9,3,0,4,6,24,
2007-08,28,LAL,NBA,FIN,BOS,L (2-4),6,11.0,2.5,1.0,1.2,0.2,0.2,5,16,.313,2,6,.333,3,10,.300,.375,3,4,.750,2,4,6,7,1,1,3,13,15,
2008-09,29,LAL,NBA,WC1,UTA,W (4-1),4,12.3,4.8,2.5,2.8,1.0,0.0,7,17,.412,2,3,.667,5,14,.357,.471,3,4,.750,6,4,10,11,4,0,3,5,19,
2008-09,29,LAL,NBA,WCS,HOU,W (4-3),6,18.0,3.5,2.8,1.8,0.8,0.0,7,24,.292,2,7,.286,5,17,.294,.333,5,6,.833,2,15,17,11,5,0,6,12,21,
2008-09,29,LAL,NBA,WCF,DEN,W (4-2),6,16.5,3.5,2.5,3.0,0.7,0.5,10,24,.417,1,5,.200,9,19,.474,.438,0,2,.000,5,10,15,18,4,3,9,15,21,
2008-09,29,LAL,NBA,FIN,ORL,W (4-1),5,15.2,3.8,2.0,1.0,0.2,0.0,8,10,.800,0,1,.000,8,9,.889,.800,3,6,.500,3,7,10,5,1,0,2,9,19,
2009-10,30,LAL,NBA,WC1,OKC,W (4-2),6,6.2,1.2,0.8,1.2,0.0,0.0,3,10,.300,1,6,.167,2,4,.500,.350,0,0,,0,5,5,7,0,0,2,7,7,
2009-10,30,LAL,NBA,WCS,UTA,W (4-0),3,6.3,2.3,0.3,0.7,0.3,0.0,2,5,.400,1,2,.500,1,3,.333,.500,2,4,.500,0,1,1,2,1,0,0,2,7,
2009-10,30,LAL,NBA,WCF,PHO,W (4-2),3,3.0,0.7,0.0,0.7,0.0,0.0,1,5,.200,0,1,.000,1,4,.250,.200,0,0,,0,0,0,2,0,0,0,1,2,
