Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2003-04,23,LAL,NBA,PF,17.0,0.0,134.0,10.0,29.0,0.345,5.0,13.0,0.385,5.0,16.0,0.313,0.431,7.0,10.0,0.7,5.0,17.0,22.0,26.0,7.0,2.0,14.0,24.0,32.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06,25,LAL,NBA,SF,7.0,7.0,235.0,38.0,83.0,0.458,4.0,11.0,0.364,34.0,72.0,0.472,0.482,5.0,5.0,1.0,10.0,35.0,45.0,12.0,7.0,1.0,11.0,16.0,85.0,0.0,
2006-07,26,LAL,NBA,SF,5.0,5.0,128.0,14.0,36.0,0.389,5.0,12.0,0.417,9.0,24.0,0.375,0.458,3.0,4.0,0.75,9.0,12.0,21.0,13.0,7.0,1.0,15.0,13.0,36.0,0.0,
2007-08,27,LAL,NBA,SF,21.0,0.0,353.0,44.0,97.0,0.454,11.0,26.0,0.423,33.0,71.0,0.465,0.51,26.0,36.0,0.722,13.0,42.0,55.0,41.0,11.0,4.0,20.0,49.0,125.0,0.0,
2008-09,28,LAL,NBA,SF,21.0,0.0,332.0,32.0,75.0,0.427,5.0,16.0,0.313,27.0,59.0,0.458,0.46,11.0,18.0,0.611,16.0,36.0,52.0,45.0,14.0,3.0,20.0,41.0,80.0,0.0,
2009-10,29,LAL,NBA,SF,16.0,0.0,96.0,7.0,23.0,0.304,2.0,9.0,0.222,5.0,14.0,0.357,0.348,2.0,4.0,0.5,0.0,8.0,8.0,14.0,1.0,2.0,4.0,13.0,18.0,0.0,
2010-11,30,LAL,NBA,SF,1.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,88.0,12.0,1282.0,145.0,345.0,0.42,32.0,89.0,0.36,113.0,256.0,0.441,0.467,54.0,77.0,0.701,53.0,151.0,204.0,151.0,47.0,13.0,86.0,156.0,376.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,11.0,1195.0,135.0,321.0,0.42,30.0,83.0,0.36,105.0,239.0,0.441,0.467,50.0,72.0,0.701,49.0,141.0,190.0,141.0,44.0,12.0,80.0,145.0,350.0,0.0,
