Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2019-20,24,HOU,NBA,C,2,0,7,1,2,0.5,0,1,0.0,1,1,1.0,0.5,0,0,0,3,3,0,1,0,0,2,2,0,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,7,1,2,0.5,0,1,0.0,1,1,1.0,0.5,0,0,0,3,3,0,1,0,0,2,2,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,287,41,82,0.5,0,41,0.0,41,41,1.0,0.5,0,0,0,123,123,0,41,0,0,82,82,0,
