"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 26_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2011-12,21,LAL,NBA,PG,4.0,0.0,8.0,1.0,15.4,0.667,0.333,0.0,0.0,0.333,0.333,1.0,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2012-13,22,LAL,NBA,PG,4.0,2.0,105.0,0.457,11.8,0.743,0.457,0.029,0.114,0.143,0.257,0.5,0.625,0.0,0.25,0.4,0.333,0.231,0.667,0.0,0.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,24,BRK,NBA,PG,1.0,0.0,5.0,0.0,18.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,,,,0.0,0.0,,0.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,9.0,2.0,118.0,0.487,15.1,0.744,0.436,0.026,0.103,0.179,0.256,0.517,0.647,0.0,0.25,0.429,0.4,0.2,0.5,0.0,0.0,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,18.0,1075.0,0.487,15.1,0.744,0.436,0.026,0.103,0.179,0.256,0.517,0.647,0.0,0.25,0.429,0.4,0.2,0.5,0.0,0.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),,8.0,2.0,113.0,0.5,13.6,0.737,0.447,0.026,0.105,0.158,0.263,0.536,0.647,0.0,0.25,0.5,0.4,0.2,0.5,0.0,0.0,0.0,0.0,0.0,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,1.0,0.0,5.0,0.0,18.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,,,,0.0,0.0,,0.0,0.0,
