"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2012-13,19.0,CHI,NBA,27:31,5.0,10.0,3.0,4.0,5.0,10.0,3.0,4.0,1.0,5.0,5.0,4.0,2.0,1.0,4.0,5.0,11.0,9.6
2013-14,20.0,TOT,NBA,41:29,4.0,9.0,1.0,3.0,4.0,8.0,3.0,4.0,1.0,5.0,5.0,6.0,3.0,3.0,4.0,5.0,10.0,8.2
2013-14,20.0,CHI,NBA,28:15,4.0,8.0,1.0,2.0,4.0,8.0,3.0,4.0,1.0,3.0,3.0,6.0,2.0,3.0,3.0,3.0,10.0,8.2
2013-14,20.0,BRK,NBA,41:29,3.0,9.0,1.0,3.0,3.0,6.0,3.0,4.0,0.0,5.0,5.0,4.0,3.0,1.0,4.0,5.0,9.0,8.2
2017-18,24.0,MEM,NBA,27:29,3.0,7.0,1.0,3.0,3.0,7.0,1.0,4.0,1.0,2.0,2.0,5.0,2.0,0.0,2.0,2.0,7.0,6.0
Career,,,,41:29,5.0,10.0,3.0,4.0,5.0,10.0,3.0,4.0,1.0,5.0,5.0,6.0,3.0,3.0,4.0,5.0,11.0,9.6
,,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,CHI,NBA,28:15,5.0,10.0,3.0,4.0,5.0,10.0,3.0,4.0,1.0,5.0,5.0,6.0,2.0,3.0,4.0,5.0,11.0,9.6
1 Season,,BRK,NBA,41:29,3.0,9.0,1.0,3.0,3.0,6.0,3.0,4.0,0.0,5.0,5.0,4.0,3.0,1.0,4.0,5.0,9.0,8.2
1 Season,,MEM,NBA,27:29,3.0,7.0,1.0,3.0,3.0,7.0,1.0,4.0,1.0,2.0,2.0,5.0,2.0,0.0,2.0,2.0,7.0,6.0
