"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2002-03,24,MIL,NBA,C,49.0,30.0,760.0,0.483,4.5,0.993,0.545,0.29,0.117,0.041,0.007,0.486,0.671,0.19,0.412,0.333,0.0,0.514,0.193,27.0,0.0,1.0,0.0,
2003-04,25,MIL,NBA,C,75.0,0.0,1260.0,0.524,3.9,0.997,0.605,0.244,0.132,0.017,0.003,0.526,0.611,0.447,0.304,0.333,0.0,0.716,0.229,72.0,0.0,1.0,0.0,
2004-05,26,MIL,NBA,C,81.0,81.0,1783.0,0.539,2.1,1.0,0.741,0.202,0.053,0.004,0.0,0.539,0.611,0.352,0.292,0.0,,0.584,0.248,105.0,,0.0,0.0,
2005-06,27,MIL,NBA,C,74.0,0.0,885.0,0.553,3.3,0.997,0.644,0.217,0.12,0.016,0.003,0.555,0.688,0.358,0.243,0.2,0.0,0.813,0.301,90.0,0.0,0.0,0.0,
2006-07,28,MIL,NBA,C,54.0,8.0,840.0,0.474,3.8,0.996,0.654,0.184,0.123,0.035,0.004,0.476,0.564,0.238,0.321,0.625,0.0,0.704,0.197,38.0,0.0,0.0,0.0,
2007-08,29,MIL,NBA,C,51.0,4.0,534.0,0.416,4.2,0.994,0.604,0.227,0.084,0.078,0.006,0.418,0.527,0.286,0.154,0.25,0.0,0.703,0.201,26.0,0.0,0.0,0.0,
2008-09,30,MIL,NBA,C,67.0,26.0,941.0,0.48,7.1,0.992,0.48,0.123,0.221,0.168,0.008,0.483,0.59,0.433,0.37,0.366,0.0,0.641,0.156,36.0,0.0,0.0,0.0,
2009-10,31,MIL,NBA,C,32.0,6.0,314.0,0.438,5.1,1.0,0.584,0.124,0.191,0.09,0.0,0.438,0.558,0.273,0.235,0.375,,0.538,0.112,10.0,,0.0,0.0,
2010-11,32,2TM,NBA,C,42.0,9.0,463.0,0.419,6.3,0.992,0.457,0.302,0.101,0.132,0.008,0.422,0.559,0.333,0.231,0.294,0.0,0.611,0.116,14.0,0.0,0.0,0.0,
2010-11,32,GSW,NBA,C,28.0,4.0,297.0,0.42,5.8,0.989,0.5,0.284,0.068,0.136,0.011,0.425,0.523,0.32,0.167,0.417,0.0,0.649,0.125,10.0,0.0,0.0,0.0,
2010-11,32,NJN,NBA,PF,14.0,5.0,166.0,0.415,6.9,1.0,0.366,0.341,0.171,0.122,0.0,0.415,0.667,0.357,0.286,0.0,,0.529,0.098,4.0,,0.0,0.0,
2011-12,33,NYK,NBA,C,2.0,0.0,13.0,0.0,1.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,527.0,164.0,7793.0,0.5,4.4,0.996,0.617,0.21,0.119,0.05,0.004,0.501,0.608,0.342,0.301,0.343,0.0,0.665,0.215,418.0,0.0,2.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,26.0,1213.0,0.5,4.4,0.996,0.617,0.21,0.119,0.05,0.004,0.501,0.608,0.342,0.301,0.343,0.0,0.665,0.215,65.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIL (8 Yrs),MIL (8 Yrs),MIL (8 Yrs),MIL (8 Yrs),,483.0,155.0,7317.0,0.505,4.3,0.996,0.627,0.205,0.12,0.045,0.004,0.507,0.611,0.342,0.305,0.352,0.0,0.668,0.222,404.0,0.0,2.0,0.0,
GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),,28.0,4.0,297.0,0.42,5.8,0.989,0.5,0.284,0.068,0.136,0.011,0.425,0.523,0.32,0.167,0.417,0.0,0.649,0.125,10.0,0.0,0.0,0.0,
NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),,14.0,5.0,166.0,0.415,6.9,1.0,0.366,0.341,0.171,0.122,0.0,0.415,0.667,0.357,0.286,0.0,,0.529,0.098,4.0,,0.0,0.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,2.0,0.0,13.0,0.0,1.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,
