"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2009-10,21.0,POR,NBA,7:25,2.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,6.0,3.0
2010-11,22.0,POR,NBA,4:16,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2011-12,23.0,SAS,NBA,14:06,4.0,5.0,1.0,3.0,3.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,9.0,7.7
2012-13,24.0,SAS,NBA,7:43,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0
2013-14,25.0,SAS,NBA,25:39,8.0,17.0,5.0,8.0,6.0,12.0,3.0,4.0,1.0,5.0,5.0,4.0,3.0,1.0,2.0,4.0,18.0,14.9
2014-15,26.0,SAS,NBA,19:49,5.0,10.0,4.0,5.0,3.0,5.0,6.0,6.0,1.0,4.0,4.0,3.0,1.0,0.0,2.0,4.0,18.0,15.1
2015-16,27.0,SAS,NBA,21:19,5.0,9.0,4.0,7.0,2.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,2.0,0.0,2.0,1.0,16.0,15.6
2016-17,28.0,SAS,NBA,43:14,7.0,16.0,5.0,12.0,4.0,6.0,5.0,5.0,2.0,5.0,5.0,7.0,2.0,1.0,3.0,4.0,20.0,16.3
2017-18,29.0,SAS,NBA,36:28,7.0,16.0,4.0,10.0,4.0,7.0,4.0,4.0,2.0,3.0,5.0,5.0,2.0,1.0,3.0,4.0,21.0,11.0
2018-19,30.0,SAS,NBA,29:19,3.0,12.0,1.0,7.0,3.0,5.0,6.0,8.0,1.0,3.0,3.0,6.0,3.0,1.0,2.0,5.0,12.0,11.5
2021-22,33.0,BRK,NBA,23:12,4.0,6.0,4.0,5.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,12.0,11.1
2022-23,34.0,BRK,NBA,5:18,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.8
2023-24,35.0,MIA,NBA,22:01,3.0,8.0,2.0,5.0,2.0,4.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,9.0,4.9
2024-25,36.0,LAC,NBA,3:43,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.6
Career,,,,43:14,8.0,17.0,5.0,12.0,6.0,12.0,6.0,8.0,2.0,5.0,5.0,7.0,3.0,1.0,3.0,5.0,21.0,16.3
,,,,,,,,,,,,,,,,,,,,,,
8 Seasons,,SAS,NBA,43:14,8.0,17.0,5.0,12.0,6.0,12.0,6.0,8.0,2.0,5.0,5.0,7.0,3.0,1.0,3.0,5.0,21.0,16.3
2 Seasons,,BRK,NBA,23:12,4.0,6.0,4.0,5.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,12.0,11.1
2 Seasons,,POR,NBA,7:25,2.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,6.0,3.0
1 Season,,MIA,NBA,22:01,3.0,8.0,2.0,5.0,2.0,4.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,9.0,4.9
1 Season,,LAC,NBA,3:43,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.6
