"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2009-10,21,POR,NBA,PG,10,0,38,.417,.400,.500,.458,.571,.480,.292,.167,90,81,141,92,75,88,97,75,-2.0,-3.4,
2010-11,22,POR,NBA,PG,64,0,783,.412,.451,.353,.483,.766,.506,.143,.405,90,93,99,97,100,93,48,183,-9.9,-24.6,
2011-12,23,SAS,NBA,PG,16,3,261,.485,.527,.429,.577,1.000,.604,.115,.431,108,111,123,118,133,115,42,191,23.3,21.0,
2012-13,24,SAS,NBA,PG,58,2,656,.469,.550,.400,.577,.842,.590,.079,.539,104,114,111,116,112,110,29,222,38.7,27.4,
2013-14,25,SAS,NBA,PG,81,2,1527,.464,.500,.425,.565,.890,.588,.123,.477,102,103,118,113,118,109,43,184,85.6,66.5,6MOY-13
2014-15,26,SAS,NBA,PG,51,0,801,.381,.429,.341,.473,.825,.496,.119,.542,85,88,97,95,110,93,44,202,-15.2,-26.8,
2015-16,27,SAS,NBA,PG,81,3,1662,.425,.469,.384,.525,.810,.541,.095,.523,94,95,109,105,107,100,34,184,28.0,-0.1,
2016-17,28,SAS,NBA,PG,80,8,1754,.440,.474,.414,.558,.825,.578,.129,.572,96,94,116,109,107,105,48,181,55.0,34.1,6MOY-8
2017-18,29,SAS,NBA,PG,82,36,2107,.411,.470,.372,.523,.890,.558,.173,.607,89,92,103,100,116,100,69,180,3.1,2.7,
2018-19,30,SAS,NBA,PG,82,1,1908,.425,.475,.394,.545,.854,.572,.155,.609,92,91,111,104,111,102,60,170,27.9,18.2,
2019-20,31,SAS,NBA,PG,66,1,1485,.431,.533,.382,.560,.866,.592,.187,.674,94,102,107,106,112,105,72,175,37.5,35.9,
2020-21,32,SAS,NBA,PG,68,1,1685,.412,.500,.375,.544,.910,.570,.128,.702,88,94,102,101,117,100,52,179,7.7,-2.0,
2021-22,33,BRK,NBA,SG,81,48,2346,.408,.429,.400,.551,.814,.563,.074,.715,88,81,113,104,105,99,30,179,30.7,-5.2,
2022-23,34,BRK,NBA,PG,40,2,567,.411,.493,.366,.529,.833,.554,.144,.641,87,90,101,97,107,95,54,165,-6.9,-12.3,
2023-24,35,2TM,NBA,PG,32,5,415,.351,.500,.276,.443,1.000,.467,.084,.664,74,92,75,81,128,81,34,168,-27.1,-30.6,
2023-24,35,ATL,NBA,PG,19,0,202,.373,.353,.382,.500,,.500,.000,.667,79,65,105,91,,86,0,169,-4.7,-8.2,
2023-24,35,MIA,NBA,PG,13,5,213,.338,.593,.208,.406,1.000,.448,.138,.663,71,109,57,74,128,77,56,168,-22.4,-22.4,
2024-25,36,2TM,NBA,PG,29,0,321,.375,.476,.347,.510,.929,.543,.146,.781,80,87,96,94,119,94,60,186,-6.2,-6.7,
2024-25,36,UTA,NBA,PG,17,0,260,.342,.474,.298,.454,1.000,.473,.066,.750,73,87,83,84,128,82,27,178,-13.5,-16.1,
2024-25,36,LAC,NBA,PG,12,0,61,.500,.500,.500,.725,.889,.772,.450,.900,107,92,139,134,114,134,185,214,7.3,9.4,
,,,,,,,,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,
,,,,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
16 Yrs,16 Yrs,16 Yrs,16 Yrs,,921,112,18316,.423,.479,.385,.538,.857,.562,.129,.595,92,95,108,104,112,101,49,181,270.2,94.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
SAS (10 Yrs),SAS (10 Yrs),SAS (10 Yrs),SAS (10 Yrs),,665,57,13846,.430,.487,.389,.543,.867,.568,.137,.584,94,97,109,106,113,103,52,183,291.6,176.9,
BRK (2 Yrs),BRK (2 Yrs),BRK (2 Yrs),BRK (2 Yrs),,121,50,2913,.409,.445,.393,.546,.820,.561,.089,.700,87,83,111,102,106,99,35,176,23.8,-17.5,
POR (2 Yrs),POR (2 Yrs),POR (2 Yrs),POR (2 Yrs),,74,0,821,.412,.447,.358,.482,.741,.504,.153,.389,90,92,100,97,97,93,51,175,-11.9,-28.0,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,19,0,202,.373,.353,.382,.500,,.500,.000,.667,79,65,105,91,,86,0,169,-4.7,-8.2,
UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),,17,0,260,.342,.474,.298,.454,1.000,.473,.066,.750,73,87,83,84,128,82,27,178,-13.5,-16.1,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,13,5,213,.338,.593,.208,.406,1.000,.448,.138,.663,71,109,57,74,128,77,56,168,-22.4,-22.4,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,12,0,61,.500,.500,.500,.725,.889,.772,.450,.900,107,92,139,134,114,134,185,214,7.3,9.4,
