0
2018-19 NBA 1.6 (9th)
2019-20 NBA 1.5 (16th)
2020-21 NBA 1.5 (12th)
2023-24 NBA 2.0 (1st)
2024-25 NBA 1.5 (15th)
Active 1.4 (16th)
