"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2021-22,22.0,CHI,NBA,44:44,10.0,18.0,4.0,6.0,6.0,12.0,5.0,7.0,4.0,10.0,10.0,14.0,4.0,3.0,7.0,6.0,26.0,24.4
2022-23,23.0,CHI,NBA,42:33,9.0,15.0,4.0,8.0,8.0,11.0,4.0,6.0,3.0,9.0,9.0,8.0,5.0,3.0,4.0,5.0,22.0,19.6
2023-24,24.0,CHI,NBA,47:30,14.0,22.0,5.0,9.0,10.0,15.0,5.0,6.0,4.0,7.0,8.0,10.0,3.0,3.0,5.0,5.0,35.0,31.0
2024-25,25.0,CHI,NBA,39:45,10.0,16.0,4.0,10.0,9.0,11.0,7.0,7.0,3.0,7.0,10.0,11.0,3.0,2.0,4.0,5.0,27.0,34.2
2025-26,26.0,CHI,NBA,36:44,11.0,16.0,4.0,6.0,9.0,12.0,5.0,6.0,2.0,4.0,5.0,9.0,2.0,2.0,4.0,5.0,28.0,24.1
Career,,,,47:30,14.0,22.0,5.0,10.0,10.0,15.0,7.0,7.0,4.0,10.0,10.0,14.0,5.0,3.0,7.0,6.0,35.0,34.2
,,,,,,,,,,,,,,,,,,,,,,
5 Seasons,,CHI,NBA,47:30,14.0,22.0,5.0,10.0,10.0,15.0,7.0,7.0,4.0,10.0,10.0,14.0,5.0,3.0,7.0,6.0,35.0,34.2
