"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2008-09,19,UTA,NBA,C,48.0,7.0,565.0,0.508,5.7,1.0,0.541,0.205,0.097,0.157,0.0,0.508,0.62,0.5,0.222,0.31,,0.638,0.092,15.0,,,0.0,0.0,
2009-10,20,UTA,NBA,C,36.0,0.0,172.0,0.468,4.2,1.0,0.617,0.255,0.043,0.085,0.0,0.468,0.586,0.333,0.0,0.25,,0.682,0.191,6.0,,,0.0,0.0,
2010-11,21,2TM,NBA,C,50.0,2.0,434.0,0.453,6.0,0.987,0.38,0.48,0.06,0.067,0.013,0.459,0.667,0.333,0.333,0.3,0.0,0.515,0.1,13.0,0.5,0.0,1.0,0.0,
2010-11,21,MIN,NBA,C,39.0,1.0,336.0,0.435,6.6,0.981,0.37,0.481,0.065,0.065,0.019,0.443,0.625,0.308,0.429,0.429,0.0,0.447,0.074,6.0,0.5,0.0,1.0,0.0,
2010-11,21,DEN,NBA,C,11.0,1.0,98.0,0.5,5.4,1.0,0.405,0.476,0.048,0.071,0.0,0.5,0.765,0.4,0.0,0.0,,0.667,0.167,7.0,,,0.0,0.0,
2011-12,22,DEN,NBA,C,48.0,24.0,792.0,0.599,3.0,1.0,0.729,0.25,0.016,0.005,0.0,0.599,0.679,0.417,0.0,0.0,,0.609,0.125,22.0,,,0.0,0.0,
2012-13,23,DEN,NBA,C,81.0,81.0,1817.0,0.581,3.4,0.998,0.63,0.329,0.03,0.01,0.002,0.582,0.678,0.431,0.333,0.2,0.0,0.749,0.073,35.0,0.0,,0.0,0.0,
2013-14,24,MEM,NBA,C,80.0,22.0,1349.0,0.495,5.0,1.0,0.464,0.414,0.052,0.07,0.0,0.495,0.587,0.426,0.417,0.344,,0.736,0.083,34.0,,,0.0,0.0,
2014-15,25,MEM,NBA,C,81.0,3.0,1348.0,0.508,4.9,1.0,0.447,0.394,0.101,0.059,0.0,0.508,0.619,0.454,0.333,0.333,,0.753,0.059,18.0,,,0.0,0.0,
2015-16,26,SAC,NBA,C,78.0,14.0,1482.0,0.532,4.4,1.0,0.376,0.541,0.077,0.005,0.0,0.532,0.695,0.45,0.324,0.0,,0.742,0.063,27.0,,,0.0,0.0,
2016-17,27,SAC,NBA,C,71.0,62.0,1419.0,0.551,4.8,0.997,0.411,0.495,0.089,0.003,0.003,0.552,0.696,0.469,0.371,0.0,0.0,0.727,0.097,36.0,0.0,,1.0,0.0,
2017-18,28,SAC,NBA,C,71.0,12.0,1391.0,0.571,5.0,1.0,0.391,0.476,0.131,0.003,0.0,0.571,0.711,0.476,0.49,1.0,,0.689,0.064,24.0,,,0.0,0.0,
2018-19,29,SAC,NBA,C,42.0,1.0,502.0,0.477,5.9,1.0,0.307,0.503,0.176,0.013,0.0,0.477,0.617,0.364,0.519,1.0,,0.74,0.046,5.0,,,0.0,0.0,
11 Yrs,11 Yrs,11 Yrs,11 Yrs,,686.0,228.0,11271.0,0.534,4.9,0.999,0.472,0.416,0.078,0.033,0.001,0.535,0.658,0.439,0.382,0.324,0.0,0.711,0.079,235.0,0.25,0.0,2.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,27.0,1347.0,0.534,4.9,0.999,0.472,0.416,0.078,0.033,0.001,0.535,0.658,0.439,0.382,0.324,0.0,0.711,0.079,28.0,0.25,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAC (4 Yrs),SAC (4 Yrs),SAC (4 Yrs),SAC (4 Yrs),,262.0,89.0,4794.0,0.542,5.0,0.999,0.382,0.505,0.107,0.004,0.001,0.542,0.693,0.453,0.429,0.5,0.0,0.722,0.071,92.0,0.0,,1.0,0.0,
DEN (3 Yrs),DEN (3 Yrs),DEN (3 Yrs),DEN (3 Yrs),,140.0,106.0,2707.0,0.581,3.9,0.999,0.643,0.317,0.027,0.012,0.001,0.582,0.681,0.426,0.25,0.111,0.0,0.708,0.092,64.0,0.0,,0.0,0.0,
MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),,161.0,25.0,2697.0,0.501,5.0,1.0,0.457,0.405,0.073,0.065,0.0,0.501,0.601,0.438,0.367,0.34,,0.743,0.072,52.0,,,0.0,0.0,
UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),,84.0,7.0,737.0,0.5,4.9,1.0,0.556,0.216,0.086,0.142,0.0,0.5,0.612,0.46,0.2,0.303,,0.647,0.112,21.0,,,0.0,0.0,
MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),,39.0,1.0,336.0,0.435,6.6,0.981,0.37,0.481,0.065,0.065,0.019,0.443,0.625,0.308,0.429,0.429,0.0,0.447,0.074,6.0,0.5,0.0,1.0,0.0,
