"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2012-13,25,MIL,NBA,EC1,MIA,L (0-4),4,13.5,2.0,1.5,0.3,0.5,0.5,4,9,.444,0,0,4,9,.444,.444,0,0,,3,3,6,1,2,2,0,4,8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,27,LAC,NBA,WC1,SAS,W (4-3),1,5.0,0.0,0.0,0.0,0.0,0.0,0,0,,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,
2014-15,27,LAC,NBA,WCS,HOU,L (3-4),3,2.3,0.7,1.0,0.0,0.0,0.0,1,3,.333,0,0,1,3,.333,.333,0,0,,0,3,3,0,0,0,0,3,2,
2015-16,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2016-17,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2017-18,30,UTA,NBA,WC1,OKC,W (4-2),4,2.5,0.5,0.3,0.0,0.0,0.3,1,1,1.000,0,0,1,1,1.000,1.000,0,2,.000,1,0,1,0,0,1,1,2,2,
2017-18,30,UTA,NBA,WCS,HOU,L (1-4),2,5.0,0.0,1.0,0.0,0.0,0.5,0,0,,0,0,0,0,,,0,2,.000,0,2,2,0,0,1,0,0,0,
2018-19,31,UTA,NBA,WC1,HOU,L (1-4),2,3.0,0.0,0.0,0.0,0.0,0.0,0,1,.000,0,0,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,
4 Yrs (6 Series),4 Yrs (6 Series),4 Yrs (6 Series),4 Yrs (6 Series),4 Yrs (6 Series),4 Yrs (6 Series),2-4,16,5.8,0.8,0.8,0.1,0.1,0.3,6,14,.429,0,0,6,14,.429,.429,0,4,.000,4,8,12,1,2,4,1,9,12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (3 Series),WC1 (3 Series),WC1 (3 Series),WC1 (3 Series),WC1 (3 Series),WC1 (3 Series),2-1,7,3.0,0.3,0.1,0.0,0.0,0.1,1,2,.500,0,0,1,2,.500,.500,0,2,.000,1,0,1,0,0,1,1,2,2,
EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),0-1,4,13.5,2.0,1.5,0.3,0.5,0.5,4,9,.444,0,0,4,9,.444,.444,0,0,,3,3,6,1,2,2,0,4,8,
WCS (2 Series),WCS (2 Series),WCS (2 Series),WCS (2 Series),WCS (2 Series),WCS (2 Series),0-2,5,3.4,0.4,1.0,0.0,0.0,0.2,1,3,.333,0,0,1,3,.333,.333,0,2,.000,0,5,5,0,0,1,0,3,2,
