Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2012-13,21,OKC,NBA,SF,1,0,5.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
2013-14,22,OKC,NBA,PF,11,0,5.0,0.6,1.6,0.389,0.3,0.9,0.3,0.4,0.7,0.5,0.472,0.0,0.0,0.3,0.5,0.8,0.1,0.0,0.1,0.1,0.8,1.5,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,12,0,5.0,0.6,1.6,0.368,0.3,0.8,0.3,0.3,0.8,0.444,0.447,0.0,0.0,0.3,0.6,0.8,0.1,0.0,0.1,0.1,0.8,1.4,
