Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-11-18,ORL,,GSW,"W, 121-113",*,35,5,7,0.714,1,3,0.333,6,6,1.0,4,8,12,2,1,0,1,3,17,19.5,-1
2025-11-16,ORL,@,HOU,"L, 113-117 (OT)",*,37,5,11,0.455,2,4,0.5,3,4,0.75,2,4,6,2,1,4,1,6,15,13.3,3
2025-11-14,ORL,,BRK,"W, 105-98",*,32,1,2,0.5,0,1,0.0,5,5,1.0,1,4,5,3,0,0,2,1,7,7.6,11
2025-11-12,ORL,@,NYK,"W, 124-107",*,31,6,8,0.75,1,2,0.5,0,0,,3,5,8,2,0,0,4,4,13,9.2,-3
2025-11-10,ORL,,POR,"W, 115-112",*,30,8,12,0.667,1,3,0.333,2,2,1.0,5,4,9,5,0,2,4,4,19,17.8,2
