Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2012-13,30.0,NYK,NBA,C,1,0,16:51,2,5,0.4,0,0,,3,3,1.0,3,8,0,0,0,0,1,7
Career,,,NBA,,1,0,17,2,5,0.4,0,0,,3,3,1.0,3,8,0,0,0,0,1,7
