Highlight,Unnamed: 1,In Stathead
"Career high, Points",28.0,View full stats from top 20 games
"Career high, Rebounds",28.0,View full stats from top 20 games
"Career high, Assists",6.0,View full stats from top 20 games
"Career high, Steals",5.0,View full stats from top 20 games
"Career high, Blocks",7.0,View full stats from top 20 games
"Career high, Game Score",29.1,View full stats from top 20 games
