"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2014-15,27,BOS,NBA,PF,8,0,86,.571,2.5,1.000,.571,.429,.000,.000,.000,.571,.750,.333,,,,.917,.286,6,,,0,0,
2014-15,27,PHO,NBA,PF,40,7,858,.580,4.3,.986,.522,.353,.087,.024,.014,.588,.722,.438,.444,.400,.000,.700,.237,48,.333,.000,1,0,
2015-16,28,MEM,NBA,PF,12,2,212,.673,4.2,1.000,.519,.346,.058,.077,.000,.673,.815,.556,.000,.750,,.714,.269,13,,,0,0,
2016-17,29,MEM,NBA,PF,28,5,447,.615,3.9,.993,.630,.252,.096,.015,.007,.619,.729,.441,.385,.500,.000,.892,.274,36,.000,,0,0,
2017-18,30,2TM,NBA,PF,28,1,381,.578,2.5,1.000,.696,.167,.118,.020,.000,.578,.690,.294,.333,.500,,.814,.284,23,,,0,0,
2017-18,30,MEM,NBA,PF,27,1,366,.576,3.3,1.000,.697,.162,.121,.020,.000,.576,.681,.313,.333,.500,,.825,.293,23,,,0,0,
2017-18,30,HOU,NBA,PF,1,0,15,.667,1.7,1.000,.667,.333,.000,.000,.000,.667,1.000,.000,,,,.500,.000,0,,,0,0,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,428,62,6949,.607,4.2,.994,.538,.314,.109,.034,.006,.610,.743,.473,.421,.380,.000,.790,.219,427,.083,.000,4,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,12,1331,.607,4.2,.994,.538,.314,.109,.034,.006,.610,.743,.473,.421,.380,.000,.790,.219,82,.083,.000,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAL (4 Yrs),DAL (4 Yrs),DAL (4 Yrs),DAL (4 Yrs),,198,16,3522,.644,4.1,.996,.541,.319,.105,.031,.004,.646,.781,.497,.448,.500,.000,.818,.235,240,.000,,2,0,
GSW (3 Yrs),GSW (3 Yrs),GSW (3 Yrs),GSW (3 Yrs),,98,30,1259,.546,5.5,.990,.489,.309,.145,.048,.010,.552,.665,.508,.410,.100,.000,.726,.135,54,.000,,1,0,
MEM (3 Yrs),MEM (3 Yrs),MEM (3 Yrs),MEM (3 Yrs),,67,8,1025,.612,3.8,.997,.633,.238,.098,.028,.003,.614,.724,.441,.321,.625,.000,.834,.280,72,.000,,0,0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,40,7,858,.580,4.3,.986,.522,.353,.087,.024,.014,.588,.722,.438,.444,.400,.000,.700,.237,48,.333,.000,1,0,
NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),NJN (1 Yr),,16,1,184,.407,5.6,1.000,.389,.444,.093,.074,.000,.407,.667,.208,.400,.250,,.636,.148,7,,,0,0,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,8,0,86,.571,2.5,1.000,.571,.429,.000,.000,.000,.571,.750,.333,,,,.917,.286,6,,,0,0,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,1,0,15,.667,1.7,1.000,.667,.333,.000,.000,.000,.667,1.000,.000,,,,.500,.000,0,,,0,0,
