"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2007-08,20,GSW,NBA,PF,38,6,376,.554,5.3,1.000,.527,.259,.134,.080,.000,.554,.644,.552,.467,.111,,.694,.170,18,,,0,0,
2008-09,21,GSW,NBA,PF,39,23,688,.528,5.5,.984,.484,.325,.138,.037,.016,.537,.655,.463,.412,.111,.000,.731,.126,29,.000,,1,0,
2009-10,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2010-11,23,2TM,NBA,PF,37,2,379,.513,5.6,1.000,.419,.385,.145,.051,.000,.513,.714,.400,.353,.167,,.717,.128,14,,,0,0,
2010-11,23,GSW,NBA,PF,21,1,195,.603,5.6,1.000,.444,.333,.190,.032,.000,.603,.750,.619,.333,.000,,.763,.111,7,,,0,0,
2010-11,23,NJN,NBA,PF,16,1,184,.407,5.6,1.000,.389,.444,.093,.074,.000,.407,.667,.208,.400,.250,,.636,.148,7,,,0,0,
2011-12,24,DAL,NBA,C,49,0,791,.618,4.0,.996,.584,.322,.077,.013,.004,.621,.779,.373,.500,.333,.000,.799,.270,57,.000,,0,0,
2012-13,25,DAL,NBA,C,64,16,1149,.597,6.3,.993,.403,.371,.161,.057,.007,.601,.724,.560,.415,.522,.000,.801,.136,48,.000,,2,0,
2013-14,26,DAL,NBA,C,58,0,1077,.677,4.0,1.000,.613,.275,.091,.021,.000,.677,.793,.495,.500,.429,,.875,.293,94,,,0,0,
2014-15,27,3TM,NBA,PF,75,7,1449,.642,3.0,.992,.592,.325,.058,.017,.008,.647,.781,.449,.429,.500,.000,.738,.273,95,.333,.000,1,0,
2014-15,27,DAL,NBA,PF,27,0,505,.748,2.1,1.000,.704,.267,.022,.007,.000,.748,.853,.500,.333,1.000,,.762,.326,41,,,0,0,
