Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2002-03,25,NOH,NBA,PG,5,0,39,7,16,0.438,1,1,1.0,6,15,0.4,0.469,3,4,0.75,2,2,4,1,2,0,1,6,18,0,
1 Yr,1 Yr,1 Yr,1 Yr,,5,0,39,7,16,0.438,1,1,1.0,6,15,0.4,0.469,3,4,0.75,2,2,4,1,2,0,1,6,18,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,640,115,262,0.438,16,16,1.0,98,246,0.4,0.469,49,66,0.75,33,33,66,16,33,0,16,98,295,0,
