"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2020-21,26,ATL,NBA,PG,5.0,0.0,33.0,0.2,12.9,0.8,0.0,0.4,0.4,0.0,0.2,0.25,,0.0,0.5,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,30,LAC,NBA,PG,7.0,6.0,153.0,0.386,17.4,0.364,0.159,0.159,0.045,0.0,0.636,0.438,0.714,0.286,0.0,0.357,1.0,1.0,0.023,1.0,0.5,0.286,0.0,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,12.0,6.0,186.0,0.367,15.1,0.408,0.143,0.184,0.082,0.0,0.592,0.4,0.714,0.222,0.25,0.345,0.875,1.0,0.02,1.0,0.483,0.286,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,41.0,1271.0,0.367,15.1,0.408,0.143,0.184,0.082,0.0,0.592,0.4,0.714,0.222,0.25,0.345,0.875,1.0,0.02,7.0,0.483,0.286,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,7.0,6.0,153.0,0.386,17.4,0.364,0.159,0.159,0.045,0.0,0.636,0.438,0.714,0.286,0.0,0.357,1.0,1.0,0.023,1.0,0.5,0.286,0.0,0.0,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,5.0,0.0,33.0,0.2,12.9,0.8,0.0,0.4,0.4,0.0,0.2,0.25,,0.0,0.5,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,
