"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2012-13,18.0,PROVIDENCE,25,680,49,123,4,14,40,58,41,120,79,29,7,47,77,142,0.398,0.286,0.69,27.2,5.7,4.8,3.2
2013-14,19.0,PROVIDENCE,4,106,6,19,0,2,3,3,1,10,20,7,1,14,9,15,0.316,0.0,1.0,26.5,3.8,2.5,5.0
2014-15,20.0,PROVIDENCE,33,1123,185,390,27,77,118,172,28,180,247,90,10,138,101,515,0.474,0.351,0.686,34.0,15.6,5.5,7.5
2015-16,21.0,PROVIDENCE,33,1088,184,411,42,113,132,190,36,176,206,82,20,116,93,542,0.448,0.372,0.695,33.0,16.4,5.3,6.2
Career,,,95,2997,424,943,73,206,293,423,106,486,552,208,38,315,280,1214,0.45,0.354,0.693,31.5,12.8,5.1,5.8
