Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2005-06,23,CLE,NBA,C,13.0,0.0,18.3,2.4,3.8,0.62,0.0,0.0,,2.4,3.8,0.62,0.62,2.0,2.8,0.703,1.4,3.1,4.5,0.2,0.7,0.2,0.5,3.8,6.8,
2006-07,24,CLE,NBA,C,20.0,0.0,22.4,2.3,4.5,0.511,0.0,0.2,0.0,2.3,4.3,0.535,0.511,1.4,2.4,0.563,2.3,3.7,6.0,0.6,1.1,0.6,1.0,2.7,6.0,
2007-08,25,CLE,NBA,C,13.0,0.0,18.5,1.7,4.2,0.407,0.0,0.0,,1.7,4.2,0.407,0.407,0.7,1.6,0.429,1.5,3.6,5.2,0.7,0.6,0.1,0.7,2.3,4.1,
2008-09,26,CLE,NBA,PF,14.0,14.0,30.0,2.9,5.9,0.5,0.0,0.0,,2.9,5.9,0.5,0.5,1.1,1.6,0.682,2.9,3.5,6.4,0.6,1.3,1.1,1.1,3.5,6.9,
2009-10,27,CLE,NBA,PF,11.0,0.0,23.2,1.8,4.4,0.417,0.0,0.1,0.0,1.8,4.3,0.426,0.417,2.1,2.8,0.742,2.0,4.5,6.5,0.6,1.0,0.8,1.1,3.5,5.7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,33,GSW,NBA,C,17.0,0.0,5.5,0.3,0.8,0.357,0.0,0.0,,0.3,0.8,0.357,0.357,0.6,1.1,0.526,0.7,0.5,1.2,0.8,0.1,0.1,0.1,1.0,1.2,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,88.0,14.0,19.2,1.9,3.8,0.488,0.0,0.1,0.0,1.9,3.8,0.495,0.488,1.3,2.0,0.618,1.8,3.0,4.8,0.6,0.8,0.5,0.7,2.7,5.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLE (5 Yrs),CLE (5 Yrs),CLE (5 Yrs),CLE (5 Yrs),,71.0,14.0,22.5,2.3,4.6,0.494,0.0,0.1,0.0,2.3,4.5,0.502,0.494,1.4,2.2,0.629,2.1,3.6,5.7,0.5,0.9,0.5,0.9,3.1,5.9,
GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),,17.0,0.0,5.5,0.3,0.8,0.357,0.0,0.0,,0.3,0.8,0.357,0.357,0.6,1.1,0.526,0.7,0.5,1.2,0.8,0.1,0.1,0.1,1.0,1.2,
