Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2017-18,31.0,MIA,NBA,PG,1,0,11:28,1,3,0.333,0,1,0.0,0,0,,0,4,1,0,0,1,2,2
Career,,,NBA,,1,0,11,1,3,0.333,0,1,0.0,0,0,,0,4,1,0,0,1,2,2
