"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2018-19,22,PHO,NBA,SF,82.0,56.0,2417.0,0.43,15.6,0.444,0.277,0.101,0.041,0.025,0.556,0.548,0.647,0.421,0.304,0.357,0.335,0.715,0.962,0.048,25.0,0.415,0.315,1.0,0.0,
2019-20,23,PHO,NBA,SF,73.0,32.0,2042.0,0.51,12.6,0.599,0.386,0.122,0.062,0.029,0.401,0.61,0.749,0.339,0.367,0.429,0.361,0.763,0.986,0.101,43.0,0.49,0.411,1.0,0.0,
2020-21,24,PHO,NBA,SF,72.0,72.0,2348.0,0.543,14.3,0.529,0.278,0.135,0.082,0.034,0.471,0.647,0.801,0.5,0.455,0.435,0.425,0.764,0.985,0.058,38.0,0.597,0.441,0.0,0.0,
2021-22,25,PHO,NBA,SF,82.0,82.0,2854.0,0.534,13.2,0.636,0.224,0.203,0.155,0.045,0.364,0.628,0.792,0.621,0.504,0.256,0.369,0.752,0.974,0.064,52.0,0.551,0.401,0.0,0.0,"DPOY-2,DEF1"
2022-23,26,2TM,NBA,SG,83.0,83.0,2963.0,0.468,14.6,0.651,0.17,0.176,0.227,0.078,0.349,0.514,0.693,0.466,0.469,0.364,0.382,0.538,0.923,0.028,31.0,0.434,0.448,2.0,0.0,
2022-23,26,PHO,NBA,SF,56.0,56.0,2040.0,0.463,14.1,0.658,0.185,0.177,0.224,0.073,0.342,0.503,0.709,0.422,0.468,0.286,0.387,0.605,0.98,0.035,24.0,0.46,0.475,1.0,0.0,
2022-23,26,BRK,NBA,SG,27.0,27.0,923.0,0.475,15.1,0.64,0.147,0.175,0.233,0.085,0.36,0.531,0.662,0.534,0.47,0.465,0.376,0.439,0.838,0.016,7.0,0.398,0.403,1.0,0.0,
2023-24,27,BRK,NBA,SF,82.0,82.0,2854.0,0.436,15.9,0.543,0.165,0.163,0.158,0.056,0.457,0.49,0.668,0.398,0.468,0.292,0.372,0.494,0.882,0.016,20.0,0.338,0.405,5.0,1.0,
2024-25,28,NYK,NBA,SF,82.0,82.0,3036.0,0.5,14.7,0.609,0.185,0.189,0.192,0.042,0.391,0.594,0.785,0.513,0.507,0.52,0.354,0.682,0.957,0.025,28.0,0.449,0.423,12.0,0.0,
2025-26,29,NYK,NBA,SF,14.0,14.0,491.0,0.503,15.3,0.526,0.24,0.117,0.14,0.029,0.474,0.589,0.683,0.65,0.375,0.6,0.407,0.509,0.97,0.041,6.0,0.407,0.515,0.0,0.0,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,570.0,503.0,19005.0,0.485,14.5,0.582,0.217,0.163,0.152,0.049,0.418,0.565,0.733,0.485,0.472,0.37,0.372,0.648,0.944,0.041,243.0,0.449,0.414,21.0,1.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,72.0,2734.0,0.485,14.5,0.582,0.217,0.163,0.152,0.049,0.418,0.565,0.733,0.485,0.472,0.37,0.372,0.648,0.944,0.041,35.0,0.449,0.414,3.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHO (5 Yrs),PHO (5 Yrs),PHO (5 Yrs),PHO (5 Yrs),,365.0,298.0,11701.0,0.499,14.0,0.582,0.258,0.154,0.123,0.044,0.418,0.586,0.745,0.493,0.461,0.322,0.376,0.719,0.977,0.059,182.0,0.505,0.41,3.0,0.0,
BRK (2 Yrs),BRK (2 Yrs),BRK (2 Yrs),BRK (2 Yrs),,109.0,109.0,3777.0,0.447,15.5,0.57,0.16,0.166,0.179,0.064,0.43,0.503,0.667,0.438,0.469,0.357,0.373,0.476,0.872,0.016,27.0,0.352,0.404,6.0,1.0,
NYK (2 Yrs),NYK (2 Yrs),NYK (2 Yrs),NYK (2 Yrs),,96.0,96.0,3527.0,0.501,15.0,0.598,0.192,0.18,0.185,0.041,0.402,0.594,0.769,0.525,0.494,0.527,0.362,0.663,0.959,0.027,34.0,0.443,0.436,12.0,0.0,
