Season,Team,Lg,Salary
2018-19,Brooklyn Nets,NBA,"$1,632,240"
2019-20,Brooklyn Nets,NBA,"$1,911,600"
2020-21,Detroit Pistons,NBA,"$2,002,800"
Career,(may be incomplete),,"$5,546,640"
