"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 22_level_0', 'Awards')"
2019-20,26,HOU,NBA,SF,11.0,0.0,130.0,0.375,0.25,0.389,0.55,0.55,0.0,0.9,82.0,48.0,109.0,104.0,97.0,0.0,234.0,
2020-21,27,LAL,NBA,SG,4.0,0.0,36.0,0.222,0.0,0.333,0.333,0.333,0.0,0.667,48.0,0.0,91.0,62.0,58.0,0.0,170.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,15.0,0.0,166.0,0.347,0.143,0.381,0.51,0.51,0.0,0.857,75.0,27.0,106.0,96.0,90.0,0.0,223.0,
,,,,,,,,,,,,,,,,,,,,,,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,11.0,0.0,130.0,0.375,0.25,0.389,0.55,0.55,0.0,0.9,82.0,48.0,109.0,104.0,97.0,0.0,234.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,4.0,0.0,36.0,0.222,0.0,0.333,0.333,0.333,0.0,0.667,48.0,0.0,91.0,62.0,58.0,0.0,170.0,
