Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2001-02,20,POR,NBA,PF,41.0,0.0,238.0,10.8,24.2,0.449,0.0,0.0,,10.8,24.2,0.449,0.449,4.1,6.1,0.667,7.0,8.6,15.6,2.9,1.6,0.9,3.4,6.5,25.7,102.0,104.0,
2002-03,21,POR,NBA,PF,77.0,11.0,1301.0,10.9,21.3,0.513,0.0,0.2,0.0,10.9,21.0,0.518,0.513,5.0,6.6,0.758,5.7,8.4,14.2,1.7,1.7,0.6,2.6,5.8,26.8,113.0,102.0,
2003-04,22,POR,NBA,PF,81.0,80.0,3067.0,12.0,24.8,0.485,0.0,0.1,0.2,12.0,24.7,0.486,0.485,5.4,7.1,0.761,4.4,11.1,15.4,3.0,1.2,0.7,4.5,4.1,29.5,103.0,104.0,MIP-1
2004-05,23,POR,NBA,PF,46.0,37.0,1603.0,11.1,24.7,0.448,0.0,0.2,0.0,11.1,24.5,0.452,0.448,6.9,8.5,0.815,4.7,10.0,14.7,2.9,1.1,0.6,3.7,3.7,29.0,104.0,107.0,
2005-06,24,POR,NBA,PF,74.0,71.0,2545.0,11.5,26.4,0.436,0.3,1.2,0.291,11.2,25.3,0.443,0.443,5.3,7.4,0.714,4.2,8.6,12.7,3.1,1.2,0.3,3.6,4.0,28.7,99.0,112.0,
2006-07,25,POR,NBA,PF,68.0,67.0,2425.0,13.4,28.8,0.467,0.3,1.1,0.292,13.1,27.7,0.473,0.472,8.8,10.8,0.819,4.5,11.0,15.4,3.3,1.2,0.3,4.8,4.1,36.0,106.0,109.0,
2007-08,26,NYK,NBA,C,69.0,68.0,2244.0,11.3,24.7,0.459,0.5,1.9,0.275,10.8,22.8,0.474,0.47,5.2,6.7,0.772,4.3,12.3,16.6,3.3,1.4,0.4,4.3,4.5,28.4,101.0,109.0,
2008-09,27,2TM,NBA,PF,50.0,45.0,1757.0,12.2,25.6,0.475,0.9,2.8,0.33,11.2,22.8,0.494,0.494,5.3,7.2,0.734,4.6,10.2,14.8,3.0,1.3,0.5,3.3,3.9,30.5,105.0,110.0,
2008-09,27,NYK,NBA,C,11.0,11.0,388.0,10.5,24.2,0.434,0.9,3.1,0.292,9.6,21.1,0.455,0.452,7.0,8.6,0.821,5.1,12.4,17.5,1.9,1.7,0.4,2.9,3.6,28.9,106.0,107.0,
2008-09,27,LAC,NBA,PF,39.0,34.0,1369.0,12.7,26.0,0.487,1.0,2.8,0.342,11.7,23.3,0.504,0.505,4.7,6.7,0.701,4.5,9.5,14.0,3.4,1.1,0.5,3.5,4.0,31.0,105.0,111.0,
