Season,Team,Lg,Salary
2007-08,New Orleans Hornets,NBA,"$1,739,160"
2008-09,New Orleans Hornets,NBA,"$1,869,600"
2009-10,New Orleans Hornets,NBA,"$2,000,040"
2010-11,Toronto Raptors,NBA,"$2,858,057"
Career,(may be incomplete),,"$8,466,857"
