Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2011-12,21,PHI,NBA,C,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,28,ORL,NBA,C,5.0,5.0,29.4,4.2,11.6,0.362,0.6,2.6,0.231,3.6,9.0,0.4,0.388,2.2,2.8,0.786,1.8,6.2,8.0,3.0,0.4,1.0,2.6,2.4,11.2,
2019-20,29,ORL,NBA,C,5.0,5.0,37.0,11.2,22.2,0.505,3.6,8.8,0.409,7.6,13.4,0.567,0.586,2.0,2.2,0.909,1.8,9.2,11.0,4.0,0.8,0.6,2.6,2.6,28.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,31,CHI,NBA,C,5.0,5.0,36.2,8.0,18.2,0.44,2.6,8.4,0.31,5.4,9.8,0.551,0.511,0.8,1.0,0.8,2.8,9.6,12.4,3.2,0.4,1.2,1.6,2.8,19.4,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,16.0,15.0,32.3,7.3,16.3,0.448,2.1,6.2,0.343,5.2,10.1,0.512,0.513,1.6,2.0,0.813,2.0,7.9,9.9,3.2,0.5,0.9,2.1,2.4,18.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORL (2 Yrs),ORL (2 Yrs),ORL (2 Yrs),ORL (2 Yrs),,10.0,10.0,33.2,7.7,16.9,0.456,2.1,5.7,0.368,5.6,11.2,0.5,0.518,2.1,2.5,0.84,1.8,7.7,9.5,3.5,0.6,0.8,2.6,2.5,19.6,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,5.0,5.0,36.2,8.0,18.2,0.44,2.6,8.4,0.31,5.4,9.8,0.551,0.511,0.8,1.0,0.8,2.8,9.6,12.4,3.2,0.4,1.2,1.6,2.8,19.4,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,
