Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2011-12,21,PHI,NBA,C,1.0,0.0,3.0,0.0,18.1,0.0,0.0,0.0,,0.0,18.1,0.0,0.0,18.1,36.2,0.5,0.0,18.1,18.1,0.0,0.0,0.0,0.0,0.0,18.1,62.0,97.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,28,ORL,NBA,C,5.0,5.0,147.0,7.2,19.8,0.362,1.0,4.4,0.231,6.2,15.4,0.4,0.388,3.8,4.8,0.786,3.1,10.6,13.7,5.1,0.7,1.7,4.4,4.1,19.2,87.0,111.0,
2019-20,29,ORL,NBA,C,5.0,5.0,185.0,13.9,27.6,0.505,4.5,10.9,0.409,9.4,16.7,0.567,0.586,2.5,2.7,0.909,2.2,11.4,13.7,5.0,1.0,0.7,3.2,3.2,34.8,111.0,110.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,31,CHI,NBA,C,5.0,5.0,181.0,10.6,24.1,0.44,3.4,11.1,0.31,7.1,13.0,0.551,0.511,1.1,1.3,0.8,3.7,12.7,16.4,4.2,0.5,1.6,2.1,3.7,25.6,103.0,108.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,16.0,15.0,516.0,10.8,24.2,0.448,3.2,9.2,0.343,7.7,15.0,0.512,0.513,2.4,3.0,0.813,3.0,11.7,14.7,4.7,0.7,1.3,3.2,3.6,27.3,102.0,109.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORL (2 Yrs),ORL (2 Yrs),ORL (2 Yrs),ORL (2 Yrs),,10.0,10.0,332.0,11.1,24.3,0.456,3.0,8.2,0.368,8.1,16.1,0.5,0.518,3.0,3.6,0.84,2.6,11.1,13.7,5.0,0.9,1.2,3.7,3.6,28.2,102.0,110.0,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,5.0,5.0,181.0,10.6,24.1,0.44,3.4,11.1,0.31,7.1,13.0,0.551,0.511,1.1,1.3,0.8,3.7,12.7,16.4,4.2,0.5,1.6,2.1,3.7,25.6,103.0,108.0,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,1.0,0.0,3.0,0.0,18.1,0.0,0.0,0.0,,0.0,18.1,0.0,0.0,18.1,36.2,0.5,0.0,18.1,18.1,0.0,0.0,0.0,0.0,0.0,18.1,62.0,97.0,
