"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2011-12,21,PHI,NBA,C,1.0,0.0,3.0,0.0,0.0,,0.0,0.5,0.266,2.0,0.0,0.0,0.0,,0.0,66.0,50.0,725.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,28,ORL,NBA,C,5.0,5.0,147.0,0.362,0.4,0.231,0.388,0.786,0.436,0.241,0.224,79.0,77.0,65.0,74.0,103.0,78.0,93.0,62.0,
2019-20,29,ORL,NBA,C,5.0,5.0,185.0,0.505,0.567,0.409,0.586,0.909,0.604,0.099,0.396,110.0,108.0,114.0,111.0,118.0,107.0,38.0,103.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,31,CHI,NBA,C,5.0,5.0,181.0,0.44,0.551,0.31,0.511,0.8,0.52,0.055,0.462,95.0,103.0,88.0,96.0,103.0,92.0,22.0,116.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,16.0,15.0,516.0,0.448,0.512,0.343,0.513,0.813,0.534,0.123,0.379,98.0,97.0,96.0,97.0,106.0,95.0,47.0,98.0,
,,,,,,,,,,,,,,,,,,,,,,,,
ORL (2 Yrs),ORL (2 Yrs),ORL (2 Yrs),ORL (2 Yrs),,10.0,10.0,332.0,0.456,0.5,0.368,0.518,0.84,0.544,0.148,0.337,99.0,96.0,103.0,98.0,109.0,97.0,57.0,89.0,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,5.0,5.0,181.0,0.44,0.551,0.31,0.511,0.8,0.52,0.055,0.462,95.0,103.0,88.0,96.0,103.0,92.0,22.0,116.0,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,1.0,0.0,3.0,0.0,0.0,,0.0,0.5,0.266,2.0,0.0,0.0,0.0,,0.0,66.0,50.0,725.0,0.0,
