"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2008-09,23,DEN,NBA,WC1,NOH,W (4-1),4.0,4.3,1.5,1.5,0.3,0.0,0.3,1.0,6.0,0.167,0.0,0.0,1.0,6.0,0.167,0.167,4.0,6.0,0.667,2.0,4.0,6.0,1.0,0.0,1.0,1.0,2.0,6.0,
2008-09,23,DEN,NBA,WCS,DAL,W (4-1),4.0,1.5,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,
2008-09,23,DEN,NBA,WCF,LAL,L (2-4),2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
2009-10,24,DEN,NBA,WC1,UTA,L (2-4),6.0,7.5,2.2,1.8,0.2,0.2,0.5,6.0,11.0,0.545,0.0,0.0,6.0,11.0,0.545,0.545,1.0,2.0,0.5,2.0,9.0,11.0,1.0,1.0,3.0,3.0,13.0,13.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-13,27,ATL,NBA,EC1,IND,L (2-4),6.0,16.8,4.8,3.7,0.7,0.2,0.7,14.0,27.0,0.519,0.0,0.0,14.0,27.0,0.519,0.519,1.0,2.0,0.5,4.0,18.0,22.0,4.0,1.0,4.0,3.0,18.0,29.0,
3 Yrs (5 Series),3 Yrs (5 Series),3 Yrs (5 Series),3 Yrs (5 Series),3 Yrs (5 Series),3 Yrs (5 Series),2-3,22.0,7.9,2.3,1.8,0.3,0.1,0.4,22.0,47.0,0.468,0.0,0.0,22.0,47.0,0.468,0.468,7.0,12.0,0.583,8.0,31.0,39.0,6.0,2.0,8.0,7.0,35.0,51.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),WC1 (2 Series),1-1,10.0,6.2,1.9,1.7,0.2,0.1,0.4,7.0,17.0,0.412,0.0,0.0,7.0,17.0,0.412,0.412,5.0,8.0,0.625,4.0,13.0,17.0,2.0,1.0,4.0,4.0,15.0,19.0,
EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),0-1,6.0,16.8,4.8,3.7,0.7,0.2,0.7,14.0,27.0,0.519,0.0,0.0,14.0,27.0,0.519,0.519,1.0,2.0,0.5,4.0,18.0,22.0,4.0,1.0,4.0,3.0,18.0,29.0,
WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),1-0,4.0,1.5,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,
WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),WCF (1 Series),0-1,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
