"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Unnamed: 19_level_0', 'Shoot')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 23_level_0', 'Awards')"
2002-03,22,NYK,NBA,PG,21.0,0.0,167.0,97.0,1.0,2.0,0.0,0.0,-28.1,-27.6,12.0,3.0,8.0,1.0,1.0,76.0,0.0,1.0,
2003-04,23,NYK,NBA,PG,56.0,3.0,714.0,42.0,58.0,0.0,0.0,0.0,4.5,7.3,32.0,18.0,24.0,9.0,15.0,268.0,0.0,17.0,
2004-05,24,CHI,NBA,SG,9.0,0.0,71.0,6.0,90.0,5.0,0.0,0.0,-19.3,-20.9,3.0,0.0,4.0,0.0,0.0,23.0,0.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,86.0,3.0,952.0,49.0,51.0,1.0,0.0,0.0,-3.0,-0.9,47.0,21.0,36.0,10.0,16.0,367.0,0.0,18.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,3.0,908.0,49.0,51.0,1.0,0.0,0.0,-3.0,-0.9,45.0,20.0,34.0,10.0,15.0,350.0,0.0,17.0,
,,,,,,,,,,,,,,,,,,,,,,,
NYK (2 Yrs),NYK (2 Yrs),NYK (2 Yrs),NYK (2 Yrs),,77.0,3.0,881.0,52.0,47.0,0.0,0.0,0.0,-1.7,0.7,44.0,21.0,32.0,10.0,16.0,344.0,0.0,18.0,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,9.0,0.0,71.0,6.0,90.0,5.0,0.0,0.0,-19.3,-20.9,3.0,0.0,4.0,0.0,0.0,23.0,0.0,0.0,
