"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2015-16,19.0,WYOMING,30,493,56,134,19,53,26,46,10,58,24,8,10,22,46,157,0.418,0.358,0.565,16.4,5.2,1.9,0.8
2016-17,20.0,WYOMING,37,974,198,429,49,117,147,193,43,184,80,29,20,92,95,592,0.462,0.419,0.762,26.3,16.0,5.0,2.2
2017-18,21.0,WYOMING,32,996,210,445,40,130,146,201,19,191,98,36,16,81,81,606,0.472,0.308,0.726,31.1,18.9,6.0,3.1
2018-19,22.0,WYOMING,32,1221,228,557,50,169,200,270,32,273,141,48,18,133,68,706,0.409,0.296,0.741,38.2,22.1,8.5,4.4
Career,,,131,3684,692,1565,158,469,519,710,104,706,343,121,64,328,290,2061,0.442,0.337,0.731,28.1,15.7,5.4,2.6
