"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2017-18,22,BOS,NBA,PF,12,0,48,0.111,18.1,0.333,0.111,0.111,0.111,0.0,0.667,0.333,1.0,0.0,0.0,0.0,1.0,0.0,0,0.5,0.0,0,0,
2018-19,23,BOS,NBA,PF,4,0,14,0.5,8.0,0.75,0.75,0.0,0.0,0.0,0.25,0.667,0.667,,,0.0,0.5,0.25,1,0.0,,0,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,16,0,62,0.231,13.1,0.462,0.308,0.077,0.077,0.0,0.538,0.5,0.75,0.0,0.0,0.0,0.667,0.077,1,0.429,0.0,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,318,0.231,13.1,0.462,0.308,0.077,0.077,0.0,0.538,0.5,0.75,0.0,0.0,0.0,0.667,0.077,5,0.429,0.0,0,0,
