Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-11-30,POR,,OKC,"L, 115-123",*,35,5,9,0.556,2,4,0.5,1,2,0.5,4,2,6,2,1,0,2,1,13,11.7,-12
2025-11-26,POR,,SAS,"L, 102-115",,29,3,5,0.6,2,3,0.667,0,0,,2,4,6,3,0,0,1,0,8,9.4,-5
2025-11-24,POR,@,MIL,"W, 115-103",,27,1,3,0.333,0,2,0.0,0,0,,3,2,5,0,3,0,0,2,2,5.2,-3
2025-11-23,POR,@,OKC,"L, 95-122",,27,3,9,0.333,0,3,0.0,3,4,0.75,5,2,7,0,1,0,1,2,9,6.8,-23
2025-11-21,POR,@,GSW,"W, 127-123",,17,1,3,0.333,0,1,0.0,3,4,0.75,1,2,3,2,2,0,4,5,5,1.6,0
