0
2017-18 NBA 3.1 (14th)
2018-19 NBA 3.8 (3rd)
2019-20 NBA 4.4 (3rd)
2020-21 NBA 4.2 (2nd)
2021-22 NBA 3.8 (7th)
2022-23 NBA 4.2 (2nd)
2023-24 NBA 3.7 (12th)
2024-25 NBA 3.9 (9th)
Active 3.8 (4th)
Career 3.8 (4th)
Career NBA 3.8 (4th)
