"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2016-17,24,2TM,NBA,SG,82.0,55.0,1888.0,0.426,16.9,0.506,0.197,0.091,0.1,0.117,0.494,0.461,0.55,0.414,0.442,0.367,0.391,0.436,0.791,0.012,9.0,0.169,0.469,1.0,0.0,ROY-4
2016-17,24,NOP,NBA,SG,57.0,37.0,1161.0,0.393,16.8,0.488,0.246,0.068,0.062,0.113,0.512,0.417,0.517,0.219,0.276,0.396,0.369,0.49,0.82,0.011,5.0,0.141,0.441,1.0,0.0,
2016-17,24,SAC,NBA,SG,25.0,18.0,727.0,0.48,17.0,0.534,0.118,0.128,0.162,0.125,0.466,0.525,0.657,0.579,0.542,0.324,0.428,0.373,0.746,0.014,4.0,0.217,0.5,0.0,0.0,
2017-18,25,SAC,NBA,SG,80.0,13.0,2024.0,0.446,16.4,0.563,0.16,0.106,0.105,0.192,0.437,0.457,0.631,0.364,0.327,0.436,0.431,0.442,0.773,0.015,13.0,0.164,0.537,2.0,0.0,
2018-19,26,SAC,NBA,SG,82.0,82.0,2615.0,0.458,17.0,0.521,0.19,0.089,0.094,0.149,0.479,0.487,0.671,0.24,0.414,0.446,0.427,0.504,0.842,0.026,34.0,0.194,0.516,2.0,0.0,
2019-20,27,SAC,NBA,SG,72.0,44.0,2216.0,0.429,19.1,0.408,0.13,0.078,0.082,0.118,0.592,0.479,0.675,0.352,0.4,0.401,0.394,0.396,0.723,0.015,16.0,0.172,0.483,0.0,0.0,
2020-21,28,SAC,NBA,SG,71.0,71.0,2433.0,0.406,21.2,0.273,0.087,0.06,0.064,0.063,0.727,0.446,0.64,0.267,0.444,0.355,0.391,0.331,0.812,0.009,8.0,0.136,0.469,1.0,0.0,
2021-22,29,2TM,NBA,SG,81.0,32.0,2499.0,0.406,19.0,0.348,0.129,0.081,0.068,0.064,0.652,0.482,0.606,0.382,0.427,0.443,0.366,0.44,0.821,0.006,7.0,0.154,0.391,2.0,1.0,
2021-22,29,SAC,NBA,SG,55.0,6.0,1574.0,0.382,20.4,0.286,0.11,0.061,0.051,0.056,0.714,0.419,0.605,0.19,0.314,0.436,0.368,0.482,0.802,0.006,4.0,0.131,0.431,2.0,1.0,
2021-22,29,IND,NBA,SG,26.0,26.0,925.0,0.447,17.7,0.454,0.163,0.116,0.099,0.077,0.546,0.549,0.606,0.553,0.525,0.452,0.362,0.406,0.863,0.007,3.0,0.204,0.333,0.0,0.0,
