Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2016-17,24,2TM,NBA,SG,82.0,55.0,1888.0,8.6,20.1,0.426,3.9,10.0,0.391,4.7,10.2,0.461,0.523,1.7,2.0,0.842,0.9,6.1,7.1,3.2,1.0,0.2,2.7,3.0,22.7,100.0,112.0,ROY-4
2016-17,24,NOP,NBA,SG,57.0,37.0,1161.0,7.8,19.9,0.393,3.8,10.2,0.369,4.0,9.7,0.417,0.487,1.2,1.4,0.879,0.8,6.2,7.0,3.2,0.8,0.3,2.0,3.4,20.6,97.0,111.0,
2016-17,24,SAC,NBA,SG,25.0,18.0,727.0,9.9,20.6,0.48,4.1,9.6,0.428,5.8,11.0,0.525,0.579,2.4,3.0,0.814,1.1,6.1,7.2,3.1,1.4,0.1,3.7,2.4,26.3,105.0,113.0,
2017-18,25,SAC,NBA,SG,80.0,13.0,2024.0,10.4,23.3,0.446,4.4,10.2,0.431,6.0,13.1,0.457,0.54,1.8,2.0,0.877,1.4,6.3,7.7,3.9,2.1,0.5,3.1,3.7,27.0,104.0,111.0,
2018-19,26,SAC,NBA,SG,82.0,82.0,2615.0,11.1,24.2,0.458,4.9,11.6,0.427,6.1,12.6,0.487,0.56,3.0,3.4,0.886,1.9,5.4,7.3,3.6,1.0,0.6,2.6,3.6,30.2,113.0,114.0,
2019-20,27,SAC,NBA,SG,72.0,44.0,2216.0,10.9,25.4,0.429,5.9,15.1,0.394,5.0,10.4,0.479,0.545,2.5,3.0,0.846,1.2,5.9,7.2,4.7,1.4,0.4,3.7,3.6,30.3,106.0,114.0,
2020-21,28,SAC,NBA,SG,71.0,71.0,2433.0,8.0,19.6,0.406,5.6,14.2,0.391,2.4,5.3,0.446,0.548,1.7,2.1,0.846,0.6,6.0,6.6,5.1,1.2,0.6,2.6,3.5,23.2,109.0,119.0,
2021-22,29,2TM,NBA,SG,81.0,32.0,2499.0,8.6,21.3,0.406,5.1,13.9,0.366,3.6,7.4,0.482,0.526,2.2,2.5,0.874,1.3,5.6,6.8,4.4,1.4,0.5,3.0,3.6,24.5,105.0,117.0,
2021-22,29,SAC,NBA,SG,55.0,6.0,1574.0,8.1,21.2,0.382,5.6,15.1,0.368,2.5,6.1,0.419,0.514,2.4,2.8,0.87,1.3,5.4,6.8,3.2,1.5,0.5,2.8,3.5,24.2,103.0,117.0,
2021-22,29,IND,NBA,SG,26.0,26.0,925.0,9.6,21.4,0.447,4.2,11.7,0.362,5.3,9.7,0.549,0.546,1.6,1.9,0.886,1.2,5.8,7.0,6.6,1.3,0.5,3.3,3.8,25.0,110.0,118.0,
2022-23,30,IND,NBA,SF,80.0,73.0,2482.0,9.1,19.9,0.458,5.5,12.9,0.425,3.6,6.9,0.518,0.596,2.0,2.5,0.822,1.3,6.4,7.7,4.3,1.8,0.5,2.7,3.0,25.7,115.0,118.0,
2023-24,31,2TM,NBA,SF,84.0,42.0,2160.0,8.2,18.9,0.436,4.9,12.6,0.386,3.4,6.3,0.539,0.565,1.2,1.3,0.881,1.4,4.6,6.0,5.2,1.6,0.9,2.3,3.8,22.5,114.0,118.0,
2023-24,31,IND,NBA,SF,52.0,28.0,1336.0,8.1,18.3,0.443,4.8,12.6,0.384,3.2,5.6,0.575,0.575,1.0,1.2,0.848,1.2,4.7,5.9,4.9,1.5,1.1,2.2,3.6,22.0,115.0,119.0,
2023-24,31,PHI,NBA,SG,32.0,14.0,824.0,8.5,19.9,0.426,4.9,12.6,0.389,3.6,7.3,0.492,0.55,1.4,1.6,0.923,1.6,4.5,6.1,5.8,1.6,0.7,2.4,3.9,23.3,114.0,116.0,
2024-25,32,GSW,NBA,SG,82.0,22.0,1863.0,8.6,20.5,0.417,5.3,14.3,0.37,3.3,6.2,0.527,0.546,1.4,1.7,0.828,1.3,5.6,6.9,3.5,1.8,0.6,2.4,3.4,23.8,108.0,113.0,
2025-26,33,GSW,NBA,SG,17.0,0.0,298.0,7.2,17.6,0.409,3.5,11.5,0.306,3.7,6.1,0.605,0.509,1.9,2.1,0.923,0.8,4.0,4.8,4.3,2.4,0.0,3.2,3.7,19.8,101.0,115.0,
