Season,Age,Team,Lg,Pos,G,GS,MP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2012-13,30,BOS,NBA,C,2,0,6,5.0,0.0,36.7,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,-3.9,0.4,-3.4,0.0,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,6,5.0,0.0,36.7,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,-3.9,0.4,-3.4,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,246,5.0,0.0,36.7,20.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.103,-3.9,0.4,-3.4,-0.1,
