Season,Team,Lg,Salary
2001-02,New Jersey Nets,NBA,"$1,379,400"
2002-03,New Jersey Nets,NBA,"$1,482,840"
2003-04,New Jersey Nets,NBA,"$1,586,280"
2004-05,New Jersey Nets,NBA,"$2,266,794"
2005-06,New Jersey Nets,NBA,"$10,200,000"
2006-07,New Jersey Nets,NBA,"$11,200,000"
2007-08,New Jersey Nets,NBA,"$12,200,000"
2008-09,Milwaukee Bucks,NBA,"$13,200,000"
2009-10,San Antonio Spurs,NBA,"$14,200,000"
2010-11,San Antonio Spurs,NBA,"$8,400,000"
2011-12,San Antonio Spurs,NBA,"$9,282,000"
2012-13,Golden State Warriors,NBA,"$10,164,000"
2013-14,Utah Jazz,NBA,"$11,046,000"
2014-15,Dallas Mavericks,NBA,"$1,448,490"
2015-16,Cleveland Cavaliers,NBA,"$1,499,000"
2016-17,Cleveland Cavaliers,NBA,"$2,500,000"
2017-18,Atlanta Hawks,NBA,"$2,500,000"
2017-18,Denver Nuggets,NBA,"$1,454,756"
Career,(may be incomplete),,"$116,009,560"
