Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2004-05,21,NJN,NBA,PF,4.0,4.0,38.5,6.8,12.0,0.563,0.0,0.0,6.8,12.0,0.563,0.563,4.8,6.0,0.792,2.5,5.0,7.5,1.8,0.3,0.5,1.5,5.0,18.3,
2005-06,22,NJN,NBA,PF,11.0,11.0,33.3,5.9,11.7,0.504,0.0,0.0,5.9,11.7,0.504,0.504,2.9,4.1,0.711,2.3,4.5,6.8,0.7,0.5,0.9,2.0,4.2,14.7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,26,OKC,NBA,C,6.0,6.0,21.5,2.5,6.2,0.405,0.0,0.0,2.5,6.2,0.405,0.405,2.2,2.3,0.929,2.5,3.3,5.8,0.7,0.5,0.7,0.8,2.5,7.2,
2010-11,27,BOS,NBA,C,7.0,0.0,8.0,0.7,1.1,0.625,0.0,0.0,0.7,1.1,0.625,0.625,0.3,0.4,0.667,0.7,1.0,1.7,0.3,0.0,0.6,0.4,1.1,1.7,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,28.0,21.0,25.2,4.0,7.9,0.505,0.0,0.0,4.0,7.9,0.505,0.505,2.4,3.1,0.767,2.0,3.5,5.4,0.8,0.3,0.7,1.3,3.2,10.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJN (2 Yrs),NJN (2 Yrs),NJN (2 Yrs),NJN (2 Yrs),,15.0,15.0,34.7,6.1,11.8,0.52,0.0,0.0,6.1,11.8,0.52,0.52,3.4,4.6,0.739,2.3,4.7,7.0,1.0,0.4,0.8,1.9,4.4,15.7,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,7.0,0.0,8.0,0.7,1.1,0.625,0.0,0.0,0.7,1.1,0.625,0.625,0.3,0.4,0.667,0.7,1.0,1.7,0.3,0.0,0.6,0.4,1.1,1.7,
OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),,6.0,6.0,21.5,2.5,6.2,0.405,0.0,0.0,2.5,6.2,0.405,0.405,2.2,2.3,0.929,2.5,3.3,5.8,0.7,0.5,0.7,0.8,2.5,7.2,
