Highlight,Unnamed: 1,In Stathead
"Career high, Points",38.0,View full stats from top 20 games
"Career high, Rebounds",25.0,View full stats from top 20 games
"Career high, Assists",6.0,View full stats from top 20 games
"Career high, Steals",4.0,View full stats from top 20 games
"Career high, Blocks",6.0,View full stats from top 20 games
"Career high, Game Score",35.9,View full stats from top 20 games
