Highlight,Unnamed: 1,In Stathead
"Career high, Points",33.0,View full stats from top 20 games
"Career high, Rebounds",23.0,View full stats from top 20 games
"Career high, Assists",7.0,View full stats from top 20 games
"Career high, Steals",4.0,View full stats from top 20 games
"Career high, Blocks",6.0,View full stats from top 20 games
"Career high, Game Score",32.7,View full stats from top 20 games
